,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,emp_title,pymnt_plan,purpose_cat,zip_code,initial_list_status,home_ownership,verification_status,policy_code,addr_state
4768,1,50000.0,21.46,0.0,0.0,,,7.0,0.0,10990,71.4,11.0,0.0,3,2003.0,6.0,1.0,0,979,0,2,12,0,4,2,1,19
4769,10,75000.0,20.53,0.0,1.0,,107.0,9.0,1.0,3592,71.8,34.0,0.0,3,1999.0,4.0,1.0,0,471,0,4,629,0,0,0,2,32
4770,7,180000.0,11.15,0.0,1.0,,,13.0,0.0,142650,94.6,24.0,0.0,3,1995.0,6.0,1.0,0,6848,0,4,12,0,0,1,1,19
4771,10,93000.0,10.9,0.0,0.0,,,11.0,0.0,11614,35.3,32.0,0.0,2,1991.0,3.0,1.0,0,7703,0,4,277,0,0,1,3,9
4772,1,24996.0,11.38,0.0,0.0,,,10.0,0.0,6291,24.0,16.0,0.0,3,2003.0,8.0,1.0,0,3234,0,4,633,0,4,0,1,32
4773,1,35000.0,18.31,0.0,0.0,,,4.0,0.0,5381,56.1,10.0,0.0,1,2004.0,8.0,1.0,0,4830,0,21,691,0,4,1,1,11
4774,2,118000.0,20.82,2.0,1.0,2.0,,5.0,0.0,164324,92.3,17.0,0.0,1,1983.0,1.0,1.0,0,7686,0,21,674,0,0,0,1,4
4775,1,50000.0,20.28,0.0,0.0,,,5.0,0.0,35374,95.3,9.0,0.0,1,1992.0,10.0,1.0,0,7764,0,18,48,0,4,0,2,30
4776,0,24000.0,7.5,0.0,0.0,,,4.0,0.0,10334,63.0,8.0,0.0,1,1995.0,12.0,1.0,0,4639,0,18,675,0,3,1,3,4
4777,1,90000.0,14.83,0.0,0.0,,,12.0,0.0,12816,20.7,18.0,0.0,1,1997.0,10.0,1.0,0,1398,0,2,679,0,4,2,3,4
4778,3,96000.0,8.63,0.0,4.0,,,11.0,0.0,1099,2.7,26.0,0.0,2,1984.0,7.0,1.0,0,4636,0,14,453,0,0,1,4,14
4779,1,45000.0,11.04,0.0,3.0,,,8.0,0.0,12421,76.2,15.0,0.0,2,2004.0,9.0,1.0,0,619,0,2,442,0,4,2,0,14
4780,1,55000.0,6.41,0.0,2.0,,,9.0,0.0,1932,11.4,14.0,0.0,1,2002.0,1.0,1.0,1,5355,0,21,704,0,4,1,0,46
4781,10,185000.0,16.29,0.0,0.0,32.0,,6.0,0.0,52866,64.7,23.0,0.0,3,1996.0,10.0,1.0,1,4639,0,4,278,0,4,1,2,9
4782,2,93500.0,14.57,0.0,3.0,,,15.0,0.0,27893,66.3,31.0,0.0,3,1998.0,11.0,1.0,1,7090,0,4,654,0,4,1,4,4
4783,1,42504.0,15.08,0.0,0.0,,,9.0,0.0,2660,24.0,10.0,0.0,2,2004.0,10.0,1.0,0,7664,0,12,104,0,4,2,0,33
4784,8,60000.0,7.48,0.0,4.0,,,6.0,0.0,1599,11.3,11.0,0.0,1,1995.0,11.0,1.0,0,6760,0,14,563,0,4,0,0,42
4785,1,60000.0,20.6,1.0,0.0,9.0,,25.0,0.0,25281,56.8,63.0,0.0,2,1979.0,3.0,1.0,1,4160,0,18,247,0,0,0,1,10
4786,1,28000.0,5.14,0.0,1.0,,,4.0,0.0,40,3.3,4.0,0.0,3,2005.0,12.0,1.0,0,7540,0,6,280,0,4,0,3,9
4787,4,120000.0,4.1,0.0,0.0,,,18.0,0.0,8761,8.7,48.0,0.0,1,1988.0,5.0,1.0,0,4858,0,12,716,0,0,0,1,0
4788,1,80000.0,9.0,0.0,4.0,58.0,,15.0,0.0,4711,39.9,21.0,0.0,3,2003.0,8.0,1.0,0,5397,0,12,442,0,4,0,2,14
4789,10,98279.0,23.41,0.0,1.0,,,15.0,0.0,44685,51.0,44.0,0.0,1,1991.0,4.0,1.0,1,2515,0,5,81,0,0,1,0,33
4790,1,74800.0,18.16,0.0,0.0,25.0,,18.0,0.0,35354,74.4,35.0,0.0,2,1981.0,2.0,1.0,0,6339,0,2,653,0,0,1,3,4
4791,10,72500.0,21.09,0.0,1.0,,,12.0,0.0,31556,88.9,37.0,0.0,3,1997.0,9.0,1.0,0,2360,0,14,175,0,0,0,1,44
4792,8,35000.0,10.15,0.0,1.0,,,6.0,0.0,11069,42.7,6.0,0.0,1,2006.0,4.0,1.0,0,5479,0,4,266,0,3,0,2,9
4793,6,49000.0,22.36,0.0,0.0,55.0,,19.0,0.0,22092,62.0,34.0,0.0,1,2067.0,4.0,1.0,0,3907,0,4,84,0,3,2,1,33
4794,4,25000.0,7.34,0.0,1.0,,,6.0,0.0,6706,97.2,10.0,0.0,3,2003.0,11.0,1.0,0,2125,0,2,360,0,4,0,4,34
4795,1,60000.0,19.22,0.0,1.0,44.0,,17.0,0.0,14309,57.0,29.0,0.0,2,1997.0,12.0,1.0,0,4639,0,2,69,0,4,2,2,33
4796,1,80000.0,8.54,0.0,1.0,,,5.0,0.0,1226,9.8,5.0,0.0,2,2008.0,5.0,1.0,0,5248,0,14,703,0,4,1,2,46
4797,3,150000.0,4.38,0.0,2.0,,,14.0,0.0,6590,14.2,45.0,0.0,1,2001.0,11.0,1.0,0,4639,0,21,456,0,0,1,4,14
4798,4,145000.0,1.6,0.0,2.0,,,4.0,0.0,11523,79.5,6.0,0.0,2,2000.0,4.0,1.0,0,2293,0,8,272,0,0,2,3,9
4799,1,64151.0,17.9,0.0,1.0,,,10.0,0.0,10476,93.5,21.0,0.0,1,1994.0,2.0,1.0,0,7378,0,16,238,0,4,0,3,39
4800,3,45600.0,28.18,0.0,0.0,,,7.0,0.0,6940,17.9,22.0,0.0,1,2000.0,1.0,1.0,1,4639,0,12,287,0,4,2,1,9
4801,5,32640.0,6.62,0.0,0.0,63.0,,6.0,0.0,5087,45.4,10.0,0.0,3,2002.0,1.0,1.0,1,7520,0,18,12,0,4,2,4,19
4802,7,26400.0,24.14,0.0,1.0,,,9.0,0.0,2951,26.1,14.0,0.0,2,2003.0,7.0,1.0,0,2758,0,18,259,0,4,2,0,10
4803,6,100000.0,6.91,0.0,0.0,70.0,,14.0,0.0,15588,57.3,23.0,0.0,3,1999.0,9.0,1.0,0,2818,0,4,44,0,0,1,3,30
4804,3,42996.0,12.14,0.0,1.0,,,5.0,0.0,139,1.3,15.0,0.0,3,1998.0,3.0,1.0,0,6536,0,8,32,0,4,0,0,45
4805,1,28800.0,22.33,1.0,1.0,23.0,,8.0,0.0,829,20.0,14.0,0.0,2,2005.0,10.0,1.0,0,4639,0,4,340,0,4,0,1,34
4806,3,35000.0,22.05,0.0,0.0,24.0,,12.0,0.0,8752,83.4,27.0,0.0,3,2001.0,10.0,1.0,0,5009,0,2,486,0,0,0,0,24
4807,1,90000.0,11.11,1.0,3.0,12.0,,9.0,0.0,7462,33.8,20.0,0.0,3,1996.0,8.0,1.0,0,6837,0,4,273,0,4,1,2,9
4808,2,58000.0,17.69,0.0,5.0,,,8.0,0.0,18579,70.4,28.0,0.0,2,2000.0,3.0,1.0,0,3741,0,18,385,0,0,2,3,22
4809,3,97500.0,10.49,0.0,0.0,,,9.0,0.0,5064,14.0,16.0,0.0,1,2000.0,10.0,1.0,0,929,0,8,14,0,0,1,3,19
4810,10,80000.0,8.5,0.0,3.0,76.0,,16.0,0.0,23302,37.7,40.0,0.0,1,1999.0,4.0,1.0,0,816,0,4,139,0,0,1,3,37
4811,10,65600.0,16.94,0.0,2.0,,,8.0,0.0,25207,80.8,28.0,0.0,1,1999.0,11.0,1.0,0,7269,0,4,271,0,0,1,2,9
4812,9,49500.0,15.39,0.0,1.0,,108.0,3.0,1.0,4941,98.8,16.0,0.0,3,1992.0,1.0,1.0,0,2558,0,4,714,0,4,0,0,46
4813,3,90000.0,3.79,0.0,5.0,,,5.0,0.0,5432,30.3,24.0,0.0,1,1996.0,12.0,1.0,0,678,0,10,281,0,4,2,4,9
4814,8,52000.0,24.72,0.0,0.0,45.0,,11.0,0.0,13051,38.0,25.0,0.0,1,1993.0,12.0,1.0,0,2797,0,4,623,0,4,1,4,31
4815,10,84996.0,7.05,0.0,0.0,,,9.0,0.0,23086,44.4,28.0,0.0,2,1989.0,8.0,1.0,0,2897,0,8,232,0,0,1,4,27
4816,10,52000.0,19.55,0.0,1.0,,86.0,6.0,1.0,5106,63.0,30.0,0.0,3,1996.0,8.0,1.0,0,7391,0,23,204,0,0,1,2,48
4817,5,110000.0,25.89,0.0,0.0,,,19.0,0.0,17582,33.2,37.0,0.0,2,1994.0,11.0,1.0,0,1658,0,2,277,0,0,1,0,9
4818,6,70000.0,13.7,1.0,0.0,17.0,,7.0,0.0,12835,86.7,14.0,0.0,2,2005.0,7.0,1.0,0,3191,0,4,463,0,0,0,0,24
4819,6,40000.0,11.67,0.0,2.0,,,7.0,0.0,11624,80.6,19.0,0.0,3,1999.0,10.0,1.0,0,4639,0,4,289,0,4,2,4,9
4820,5,24000.0,9.85,0.0,0.0,72.0,,7.0,0.0,6185,53.3,16.0,0.0,2,2000.0,11.0,1.0,0,4639,0,4,56,0,3,2,2,30
4821,1,20400.0,19.29,1.0,1.0,7.0,,11.0,0.0,17012,91.0,27.0,0.0,3,1992.0,10.0,1.0,1,4639,0,4,683,0,3,0,3,4
4822,4,21000.0,11.77,0.0,0.0,,117.0,10.0,1.0,8680,24.6,17.0,0.0,1,2067.0,9.0,1.0,0,1901,0,2,678,0,2,0,2,4
4823,10,35000.0,13.68,0.0,4.0,34.0,,9.0,0.0,4207,79.4,20.0,0.0,3,1997.0,8.0,1.0,0,5813,0,4,442,0,4,0,4,14
4824,0,68232.0,10.96,0.0,0.0,33.0,,26.0,0.0,8732,9.6,46.0,0.0,1,2069.0,8.0,1.0,0,4639,0,8,559,0,0,1,4,42
4825,2,23169.0,3.78,0.0,3.0,,,4.0,0.0,1548,70.4,4.0,0.0,3,2006.0,6.0,1.0,0,502,0,6,166,0,0,0,3,20
4826,1,150000.0,14.12,0.0,1.0,,,3.0,0.0,30739,93.1,12.0,0.0,2,2004.0,2.0,1.0,0,1808,0,4,680,0,4,1,3,4
4827,0,11820.0,5.69,0.0,1.0,,,2.0,0.0,1000,90.9,6.0,0.0,2,2000.0,10.0,1.0,0,4639,0,4,340,0,4,1,4,34
4828,10,28000.0,12.69,0.0,0.0,,,13.0,0.0,13349,38.8,35.0,0.0,2,1987.0,9.0,1.0,0,766,0,4,440,0,4,0,3,14
4829,1,40000.0,7.29,0.0,1.0,,,5.0,0.0,53,0.3,14.0,0.0,3,2001.0,2.0,1.0,0,1095,0,2,634,0,4,0,4,32
4830,6,83000.0,11.71,0.0,1.0,61.0,,11.0,0.0,17900,64.9,27.0,0.0,1,1988.0,3.0,1.0,0,1039,0,2,366,0,0,1,2,34
4831,2,120120.0,11.93,0.0,0.0,,,11.0,0.0,17504,51.5,40.0,0.0,3,1998.0,11.0,1.0,0,3780,0,4,608,0,0,2,3,43
4832,3,100000.0,10.39,1.0,1.0,17.0,,10.0,0.0,34635,53.5,33.0,0.0,3,1986.0,12.0,1.0,0,4641,0,4,692,0,0,1,1,11
4833,2,67000.0,20.44,0.0,0.0,,,7.0,0.0,26040,70.8,21.0,0.0,2,1997.0,10.0,1.0,0,2561,0,4,670,0,4,1,3,4
4834,0,19200.0,12.31,0.0,3.0,,,4.0,0.0,423,10.3,9.0,0.0,3,1978.0,4.0,1.0,0,4639,0,4,655,0,3,0,2,4
4835,8,94000.0,10.72,0.0,0.0,,,3.0,0.0,27272,90.4,21.0,0.0,3,1995.0,8.0,1.0,0,3980,0,2,653,0,0,1,3,4
4836,5,45000.0,1.33,0.0,2.0,42.0,100.0,3.0,1.0,1661,15.8,11.0,0.0,2,1999.0,9.0,1.0,1,6449,0,18,77,0,4,0,4,33
4837,4,46200.0,4.6,0.0,9.0,,,12.0,0.0,8808,21.2,31.0,0.0,1,1995.0,11.0,1.0,0,25,0,21,155,0,4,1,2,8
4838,5,55008.0,7.0,0.0,1.0,,,10.0,0.0,10720,63.4,16.0,0.0,3,2003.0,10.0,1.0,0,1382,0,4,143,0,3,1,3,37
4839,1,40000.0,19.5,0.0,4.0,,,10.0,0.0,3780,16.2,16.0,0.0,2,1999.0,3.0,1.0,0,794,0,4,277,0,4,2,0,9
4840,2,20000.0,22.08,1.0,0.0,16.0,,5.0,0.0,516,64.5,10.0,0.0,1,2006.0,4.0,1.0,0,3009,0,18,612,0,4,2,2,3
4841,1,38000.0,7.77,0.0,0.0,,,4.0,0.0,0,0.0,5.0,0.0,3,1999.0,6.0,1.0,0,669,0,4,614,0,4,0,4,3
4842,1,71500.0,8.31,1.0,2.0,13.0,,7.0,0.0,8124,40.6,35.0,0.0,3,1991.0,12.0,1.0,0,3270,0,4,279,0,0,1,4,9
4843,10,64800.0,6.87,1.0,2.0,11.0,,10.0,0.0,8656,22.0,24.0,0.0,2,1984.0,3.0,1.0,0,2013,0,12,616,0,0,0,0,3
4844,6,50866.0,22.88,0.0,1.0,,,10.0,0.0,26803,51.4,16.0,0.0,3,1998.0,10.0,1.0,0,2511,0,4,276,0,4,2,4,9
4845,10,50000.0,6.19,0.0,0.0,,,8.0,0.0,11819,75.8,9.0,0.0,2,1998.0,12.0,1.0,0,2785,0,4,106,0,0,2,3,33
4846,1,230000.0,14.43,0.0,0.0,38.0,,19.0,0.0,39476,78.3,44.0,0.0,1,1993.0,10.0,1.0,0,4639,0,18,64,0,0,0,4,33
4847,2,82000.0,21.13,0.0,5.0,,,14.0,0.0,35227,54.3,30.0,0.0,2,1994.0,1.0,1.0,0,2335,0,2,156,0,0,1,3,8
4848,9,160000.0,4.9,0.0,3.0,,,20.0,0.0,19766,54.2,49.0,0.0,1,1993.0,2.0,1.0,0,179,0,2,660,0,0,0,4,4
4849,2,25200.0,13.24,3.0,4.0,18.0,,13.0,0.0,4925,40.7,30.0,0.0,3,2000.0,12.0,1.0,0,4567,0,25,113,0,0,0,4,37
4850,1,71004.0,18.84,0.0,0.0,40.0,,11.0,0.0,34645,61.0,27.0,0.0,1,1987.0,9.0,1.0,0,2434,0,8,13,0,3,0,0,19
4851,10,101400.0,6.86,1.0,0.0,3.0,,7.0,0.0,2061,5.0,32.0,0.0,1,1992.0,11.0,1.0,0,4651,0,12,286,0,0,0,1,9
4852,10,72000.0,7.55,0.0,1.0,,,12.0,0.0,12837,34.7,41.0,0.0,3,1995.0,3.0,1.0,0,4444,0,0,396,0,0,0,2,47
4853,6,39000.0,23.63,0.0,0.0,,,6.0,0.0,13921,66.9,21.0,0.0,1,1985.0,2.0,1.0,0,6492,0,4,340,0,0,0,2,34
4854,5,80000.0,10.75,0.0,0.0,,,14.0,0.0,23775,75.2,23.0,0.0,2,1991.0,4.0,1.0,0,7016,0,4,253,0,4,0,4,10
4855,4,96000.0,2.51,0.0,1.0,,,6.0,0.0,10051,41.0,17.0,0.0,1,2000.0,10.0,1.0,0,7576,0,4,527,0,0,0,1,2
4856,1,33000.0,24.84,0.0,2.0,,,6.0,0.0,4897,67.1,6.0,0.0,3,2008.0,4.0,1.0,0,5888,0,18,674,0,4,1,1,4
4857,1,42816.0,1.88,0.0,0.0,,,5.0,0.0,1796,64.1,8.0,0.0,1,2007.0,4.0,1.0,1,5655,0,0,134,0,4,2,0,37
4858,4,90522.0,7.32,1.0,0.0,10.0,,18.0,0.0,3693,34.1,66.0,0.0,3,1996.0,10.0,1.0,0,4489,0,4,305,0,0,1,1,1
4859,5,82000.0,20.5,0.0,5.0,80.0,,19.0,0.0,20653,58.8,53.0,0.0,2,1998.0,2.0,1.0,0,6407,0,18,94,0,0,0,1,33
4860,3,26400.0,5.86,0.0,0.0,,,7.0,0.0,641,42.7,9.0,0.0,2,2003.0,3.0,1.0,0,60,0,0,571,0,4,1,3,42
4861,0,26232.0,27.95,0.0,0.0,53.0,,6.0,0.0,12165,15.1,23.0,0.0,2,1976.0,12.0,1.0,0,4639,0,18,232,0,3,0,4,27
4862,2,50000.0,15.41,0.0,0.0,,,7.0,0.0,7372,67.6,22.0,0.0,1,2004.0,10.0,1.0,0,2341,0,4,284,0,4,2,0,9
4863,10,61000.0,8.79,0.0,8.0,,,7.0,0.0,4715,38.3,30.0,0.0,1,1994.0,11.0,1.0,0,5660,0,18,335,0,4,0,0,17
4864,2,90000.0,20.16,0.0,2.0,,,9.0,0.0,24573,69.6,23.0,0.0,1,1995.0,12.0,1.0,0,566,0,4,159,0,0,0,2,44
4865,4,33640.0,6.78,1.0,0.0,5.0,,5.0,0.0,8406,89.4,10.0,0.0,3,2002.0,5.0,1.0,0,6344,0,8,270,0,0,0,2,9
4866,5,30972.0,22.28,0.0,1.0,67.0,,10.0,0.0,10589,86.1,37.0,0.0,1,1979.0,11.0,1.0,0,2539,0,4,436,0,3,0,0,14
4867,3,110000.0,7.42,0.0,3.0,,,10.0,0.0,32499,85.7,36.0,0.0,2,1996.0,11.0,1.0,0,7776,0,2,394,0,0,1,4,47
4868,5,30576.0,7.03,0.0,0.0,,,6.0,0.0,10235,24.4,15.0,0.0,2,1991.0,12.0,1.0,0,6249,0,2,221,0,0,0,4,27
4869,2,48000.0,16.6,0.0,2.0,,,12.0,0.0,11593,41.9,17.0,0.0,2,2002.0,7.0,1.0,0,2309,0,18,680,0,4,0,4,4
4870,10,90000.0,17.64,0.0,1.0,52.0,,12.0,0.0,79252,65.6,43.0,0.0,3,1993.0,9.0,1.0,0,4059,0,4,54,0,4,1,1,30
4871,5,56000.0,19.33,1.0,0.0,15.0,,14.0,0.0,21282,58.8,22.0,0.0,3,1994.0,12.0,1.0,0,6504,0,4,12,0,4,0,0,19
4872,1,155000.0,14.68,0.0,0.0,,,24.0,0.0,5852,9.7,50.0,0.0,1,2000.0,9.0,1.0,0,3497,0,8,674,0,0,1,0,4
4873,3,57996.0,18.77,0.0,1.0,,,7.0,0.0,8632,59.9,20.0,0.0,3,2003.0,2.0,1.0,0,5018,0,4,12,0,4,0,0,19
4874,3,75000.0,14.08,0.0,3.0,,,8.0,0.0,0,0.0,26.0,0.0,2,2000.0,9.0,1.0,0,7811,0,8,182,0,0,1,2,44
4875,10,65000.0,10.02,1.0,1.0,19.0,,6.0,0.0,6604,43.2,23.0,0.0,1,2002.0,4.0,1.0,0,801,0,4,680,0,4,2,2,4
4876,10,90000.0,12.09,0.0,2.0,,,8.0,0.0,16851,33.1,53.0,0.0,3,1993.0,4.0,1.0,0,7017,0,4,324,0,0,1,3,17
4877,0,24000.0,4.3,0.0,0.0,,,5.0,0.0,3783,13.6,11.0,0.0,1,2003.0,1.0,1.0,0,4639,0,8,81,0,4,2,0,33
4878,10,63996.0,15.45,1.0,1.0,16.0,,7.0,0.0,16181,96.3,32.0,0.0,1,1997.0,12.0,1.0,0,1698,0,4,149,0,4,2,1,37
4879,3,141996.0,11.82,0.0,1.0,,,13.0,0.0,0,0.0,27.0,0.0,2,1989.0,10.0,1.0,0,2233,0,18,558,0,0,1,3,42
4880,4,72000.0,26.45,0.0,0.0,,,9.0,0.0,13128,52.3,16.0,0.0,1,1996.0,4.0,1.0,0,3696,0,4,657,0,0,1,1,4
4881,2,61500.0,10.11,0.0,2.0,,,7.0,0.0,8104,37.3,17.0,0.0,3,2000.0,11.0,1.0,0,2519,0,2,162,0,4,0,4,20
4882,10,71500.0,0.62,0.0,0.0,,90.0,4.0,1.0,37,0.3,17.0,0.0,1,1994.0,8.0,1.0,0,3173,0,8,440,0,0,0,0,14
4883,7,54000.0,8.27,0.0,1.0,28.0,,5.0,0.0,14069,64.8,10.0,0.0,3,1994.0,10.0,1.0,0,7315,0,4,264,0,4,1,2,10
4884,10,100000.0,27.54,0.0,0.0,,,7.0,0.0,44434,72.7,27.0,0.0,1,1995.0,2.0,1.0,0,482,0,4,64,0,0,1,2,33
4885,10,155000.0,18.53,0.0,2.0,,,16.0,0.0,26931,78.7,53.0,0.0,2,1998.0,10.0,1.0,0,4791,0,4,437,0,0,1,0,14
4886,1,95400.0,0.79,0.0,0.0,,,7.0,0.0,2401,5.6,25.0,0.0,2,1995.0,11.0,1.0,0,6645,0,18,413,0,0,2,3,23
4887,2,36000.0,6.37,0.0,0.0,68.0,,22.0,0.0,1912,95.6,28.0,0.0,1,1996.0,5.0,1.0,1,3699,0,18,139,0,4,2,1,37
4888,1,62000.0,14.77,0.0,1.0,,,14.0,0.0,22664,45.1,28.0,0.0,3,2000.0,1.0,1.0,0,340,0,4,47,0,3,2,4,30
4889,10,66000.0,15.89,0.0,0.0,46.0,115.0,6.0,1.0,3745,91.3,17.0,0.0,3,1994.0,4.0,1.0,0,7355,0,12,186,0,0,0,0,44
4890,6,48000.0,19.5,0.0,2.0,,,6.0,0.0,12197,96.8,14.0,0.0,2,1998.0,4.0,1.0,0,5673,0,2,166,0,4,2,0,20
4891,0,44000.0,1.53,0.0,0.0,,,4.0,0.0,2709,15.9,10.0,0.0,1,1973.0,5.0,1.0,0,4639,0,21,654,0,0,0,3,4
4892,10,98500.0,24.83,0.0,2.0,70.0,,12.0,0.0,20903,56.8,36.0,0.0,2,1998.0,11.0,1.0,0,1187,0,4,181,0,0,1,3,44
4893,1,40000.0,13.86,0.0,1.0,49.0,,6.0,0.0,16859,64.1,38.0,0.0,3,1998.0,7.0,1.0,1,7650,0,11,630,0,4,2,3,32
4894,1,40000.0,0.57,0.0,1.0,51.0,,3.0,0.0,899,13.2,13.0,0.0,1,2004.0,12.0,1.0,1,4639,0,4,11,0,3,0,0,19
4895,10,120775.0,20.73,1.0,0.0,20.0,,8.0,0.0,36357,76.5,26.0,0.0,2,1991.0,12.0,1.0,0,4639,0,18,289,0,3,0,0,9
4896,1,45000.0,9.65,0.0,2.0,,,5.0,0.0,13419,88.9,9.0,0.0,1,2004.0,11.0,1.0,0,7710,0,4,437,0,4,0,1,14
4897,10,130000.0,23.43,0.0,1.0,,,6.0,0.0,682,3.3,15.0,0.0,1,1998.0,6.0,1.0,0,4639,0,25,679,0,3,0,1,4
4898,1,50000.0,15.94,0.0,1.0,,,12.0,0.0,489,2.1,19.0,0.0,2,2005.0,9.0,1.0,0,49,0,4,52,0,3,0,1,30
4899,10,57700.0,12.4,0.0,1.0,,,14.0,0.0,2104,5.2,30.0,0.0,1,1993.0,12.0,1.0,0,7047,0,21,630,0,0,0,2,32
4900,2,52000.0,22.41,0.0,1.0,,,5.0,0.0,23016,84.3,13.0,0.0,3,1999.0,5.0,1.0,0,5181,0,4,76,0,4,2,0,33
4901,2,73524.0,7.59,0.0,2.0,45.0,,4.0,0.0,4073,81.5,9.0,0.0,1,1996.0,2.0,1.0,0,3673,0,4,152,0,0,1,2,37
4902,4,77976.0,13.16,1.0,0.0,8.0,,21.0,0.0,11024,26.4,42.0,0.0,3,1994.0,1.0,1.0,0,855,0,2,150,0,0,1,4,37
4903,1,51600.0,4.16,0.0,0.0,,,7.0,0.0,5362,20.9,15.0,0.0,2,2004.0,3.0,1.0,0,1656,0,12,570,0,0,1,3,42
4904,5,150000.0,6.82,1.0,1.0,20.0,,9.0,0.0,12575,60.2,29.0,0.0,2,1990.0,7.0,1.0,0,2016,0,4,247,0,0,0,0,10
4905,6,75000.0,16.02,0.0,2.0,,,10.0,0.0,0,0.0,22.0,0.0,1,1998.0,10.0,1.0,0,2990,0,8,54,0,0,0,0,30
4906,3,55000.0,18.59,0.0,0.0,72.0,,7.0,0.0,5571,42.2,20.0,0.0,2,1998.0,10.0,1.0,0,6856,0,8,81,0,4,0,1,33
4907,10,73000.0,19.27,0.0,2.0,52.0,,14.0,0.0,30403,65.5,41.0,0.0,1,1993.0,10.0,1.0,0,4475,0,8,394,0,0,1,4,47
4908,2,78400.0,17.02,0.0,0.0,,,7.0,0.0,43681,89.3,11.0,0.0,1,1997.0,8.0,1.0,0,6056,0,2,657,0,0,0,1,4
4909,10,110004.0,17.82,0.0,0.0,,,21.0,0.0,28631,54.9,49.0,0.0,2,1980.0,9.0,1.0,0,818,0,2,566,0,0,2,0,42
4910,2,110000.0,16.87,0.0,1.0,0.0,0.0,17.0,0.0,67232,41.1,30.0,0.0,1,1984.0,9.0,1.0,0,5035,0,2,247,0,0,0,4,10
4911,0,25000.0,11.71,0.0,0.0,,113.0,3.0,1.0,3214,31.2,4.0,0.0,2,2003.0,11.0,1.0,1,4639,0,4,629,0,4,1,1,32
4912,10,52400.0,12.66,0.0,0.0,,,7.0,0.0,23281,34.3,17.0,0.0,1,1989.0,8.0,1.0,0,3461,0,4,559,0,0,1,1,42
4913,1,44100.0,17.77,0.0,0.0,77.0,,12.0,0.0,12610,95.0,28.0,0.0,2,1992.0,12.0,1.0,0,4797,0,4,163,0,4,1,3,20
4914,10,48200.0,21.49,1.0,2.0,5.0,,14.0,0.0,10819,49.5,25.0,0.0,2,1986.0,11.0,1.0,1,6575,0,2,11,0,4,1,4,19
4915,10,81400.0,12.6,0.0,2.0,,,8.0,0.0,12212,19.0,22.0,0.0,1,1995.0,11.0,1.0,0,7355,0,8,269,0,0,0,3,9
4916,0,15600.0,15.0,0.0,2.0,73.0,,9.0,0.0,7878,43.8,26.0,0.0,1,1993.0,3.0,1.0,0,4639,0,4,389,0,0,0,1,22
4917,4,67000.0,5.25,0.0,0.0,,,5.0,0.0,5703,68.7,18.0,0.0,3,1999.0,12.0,1.0,0,4988,0,4,192,0,0,1,2,44
4918,2,14400.0,3.0,0.0,2.0,,,6.0,0.0,3449,19.7,6.0,0.0,3,2006.0,2.0,1.0,1,4639,0,18,668,0,4,0,0,4
4919,10,200100.0,8.79,0.0,0.0,39.0,,11.0,0.0,24049,29.0,25.0,0.0,1,1987.0,10.0,1.0,0,3335,0,4,158,0,0,1,0,7
4920,3,100000.0,12.64,0.0,0.0,36.0,,8.0,0.0,3367,20.0,23.0,0.0,1,2002.0,2.0,1.0,0,4135,0,8,561,0,0,1,1,42
4921,4,35400.0,21.15,0.0,3.0,,,17.0,0.0,30332,44.4,36.0,0.0,1,1999.0,9.0,1.0,0,7320,0,0,197,0,4,0,3,44
4922,1,20000.0,5.04,0.0,0.0,,,9.0,0.0,2140,35.9,10.0,0.0,2,2005.0,10.0,1.0,0,6864,0,4,44,0,4,2,0,30
4923,2,125000.0,14.79,0.0,2.0,80.0,,9.0,0.0,7541,31.3,14.0,0.0,2,1994.0,12.0,1.0,0,5587,0,8,630,0,0,1,2,32
4924,4,200000.0,0.28,0.0,0.0,0.0,0.0,2.0,0.0,3164,13.7,2.0,,3,1995.0,3.0,1.0,0,5608,0,10,64,0,4,0,1,33
4925,1,12500.0,14.4,0.0,1.0,0.0,0.0,3.0,0.0,458,91.6,3.0,0.0,1,2003.0,9.0,1.0,1,460,0,4,234,0,4,0,1,27
4926,2,35000.0,17.31,0.0,0.0,,,7.0,0.0,5835,41.4,8.0,0.0,3,2006.0,9.0,1.0,0,7730,0,4,150,0,4,1,3,37
4927,10,110004.0,12.45,0.0,1.0,,,6.0,0.0,39016,92.9,27.0,0.0,1,1997.0,8.0,1.0,0,7461,0,4,615,0,4,1,1,3
4928,0,19253.0,16.08,0.0,4.0,,,6.0,0.0,5141,38.4,23.0,0.0,2,1996.0,2.0,1.0,0,4639,0,4,487,0,0,1,0,16
4929,8,68400.0,17.49,0.0,1.0,,103.0,14.0,1.0,12534,41.9,32.0,0.0,2,2068.0,12.0,1.0,0,3675,0,2,221,0,3,0,2,27
4930,4,81996.0,7.17,0.0,0.0,,,9.0,0.0,3443,13.8,19.0,0.0,2,2002.0,9.0,1.0,0,4813,0,18,62,0,0,2,3,30
4931,4,45000.0,16.29,0.0,0.0,,60.0,6.0,2.0,4373,81.0,8.0,0.0,3,2002.0,12.0,1.0,0,1198,0,18,164,0,0,0,0,20
