,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,purpose_cat,emp_title,policy_code,zip_code,home_ownership,initial_list_status,addr_state,verification_status,pymnt_plan
5797,6,99996.0,8.03,0.0,0.0,,,12.0,0.0,8381,25.2,47.0,0.0,2,1995.0,12.0,1.0,0,4,6658,0,50,0,0,30,1,0
5798,1,36000.0,4.6,0.0,1.0,,,5.0,0.0,6465,89.8,9.0,0.0,1,2004.0,10.0,1.0,0,4,4671,1,158,4,0,7,2,0
5799,4,35000.0,14.47,0.0,0.0,,,6.0,0.0,16098,79.7,8.0,0.0,2,2003.0,11.0,1.0,0,2,6849,2,249,4,0,10,1,0
5800,8,45600.0,11.21,0.0,1.0,82.0,,6.0,0.0,3466,19.0,24.0,0.0,1,1999.0,12.0,1.0,0,0,7895,2,393,4,0,47,2,0
5801,4,33996.0,22.56,0.0,1.0,,,8.0,0.0,18212,72.6,18.0,0.0,3,1983.0,1.0,1.0,1,14,4725,4,246,4,0,10,0,0
5802,5,62500.0,15.28,0.0,3.0,0.0,0.0,17.0,0.0,26044,34.5,41.0,0.0,2,1995.0,4.0,1.0,0,4,175,2,228,0,0,27,0,0
5803,6,45000.0,19.02,0.0,3.0,,,8.0,0.0,7439,54.0,13.0,0.0,3,1997.0,3.0,1.0,0,8,3420,1,34,0,0,6,1,0
5804,3,60000.0,3.84,0.0,1.0,,,4.0,0.0,7181,48.5,9.0,0.0,2,2002.0,9.0,1.0,0,8,5131,1,73,0,0,33,0,0
5805,5,56000.0,4.84,0.0,0.0,,,8.0,0.0,4502,20.7,28.0,0.0,1,1996.0,10.0,1.0,0,8,4348,1,401,0,0,47,0,0
5806,4,30000.0,5.32,0.0,1.0,64.0,,12.0,0.0,5539,44.1,25.0,0.0,1,1996.0,11.0,1.0,0,2,2750,1,42,0,0,6,2,0
5807,2,50000.0,21.31,0.0,0.0,,,7.0,0.0,5744,76.6,9.0,0.0,1,2001.0,7.0,1.0,0,4,4639,2,44,4,0,30,0,0
5808,3,67000.0,20.22,0.0,2.0,,,13.0,0.0,20043,67.0,20.0,0.0,1,1997.0,3.0,1.0,1,4,2975,2,661,0,0,4,2,0
5809,1,78000.0,14.54,0.0,0.0,,,6.0,0.0,5017,55.7,24.0,0.0,2,1995.0,1.0,1.0,0,4,6008,3,152,4,0,37,0,0
5810,1,14004.0,8.57,0.0,3.0,,,3.0,0.0,1651,60.3,4.0,0.0,2,2007.0,12.0,1.0,0,18,2127,1,350,4,0,34,2,0
5811,4,42000.0,14.29,0.0,3.0,,,9.0,0.0,0,0.0,23.0,0.0,2,1997.0,11.0,1.0,0,8,2791,4,448,0,0,14,0,0
5812,7,78000.0,16.63,0.0,0.0,,,10.0,0.0,28856,62.9,37.0,0.0,2,1991.0,7.0,1.0,0,4,6520,3,714,0,0,46,1,0
5813,5,120000.0,4.79,0.0,3.0,,,13.0,0.0,6093,42.8,22.0,0.0,1,2002.0,3.0,1.0,0,18,2412,4,149,0,0,37,0,0
5814,5,78000.0,9.72,0.0,0.0,58.0,,8.0,0.0,9171,26.1,28.0,0.0,2,2000.0,10.0,1.0,0,2,2061,1,442,4,0,14,2,0
5815,6,43000.0,18.45,0.0,1.0,68.0,,8.0,0.0,5709,14.4,39.0,0.0,1,1996.0,11.0,1.0,0,2,4599,0,298,0,0,1,0,0
5816,5,90000.0,9.85,1.0,1.0,23.0,,7.0,0.0,4316,32.7,28.0,0.0,3,1994.0,12.0,1.0,0,2,2836,0,542,0,0,42,1,0
5817,1,23900.0,13.76,0.0,0.0,,,8.0,0.0,6255,34.4,13.0,0.0,2,1994.0,7.0,1.0,0,4,1805,3,164,4,0,20,0,0
5818,1,72000.0,16.83,3.0,0.0,17.0,,23.0,0.0,12668,59.3,50.0,0.0,3,1993.0,3.0,1.0,0,14,1821,0,558,0,0,42,0,0
5819,2,49872.0,14.56,0.0,0.0,,,7.0,0.0,8200,33.8,19.0,0.0,2,1997.0,2.0,1.0,0,25,7106,0,542,4,0,42,0,0
5820,3,45000.0,14.93,0.0,0.0,,,9.0,0.0,0,0.0,9.0,0.0,3,2003.0,10.0,1.0,0,25,2087,0,436,0,0,14,1,0
5821,1,55000.0,14.62,0.0,0.0,,,8.0,0.0,210,9.5,10.0,0.0,1,2004.0,8.0,1.0,0,12,1991,2,273,4,0,9,0,0
5822,2,70000.0,20.06,0.0,1.0,,,10.0,0.0,20450,60.0,32.0,0.0,1,1999.0,3.0,1.0,0,4,885,2,176,4,0,44,2,0
5823,6,115000.0,2.43,0.0,0.0,,44.0,14.0,2.0,12542,13.1,36.0,0.0,3,2001.0,10.0,1.0,1,9,4041,3,174,0,0,44,0,0
5824,10,65000.0,19.38,2.0,0.0,3.0,,11.0,0.0,7869,27.1,27.0,0.0,1,1995.0,3.0,1.0,0,16,7219,4,189,0,0,44,1,0
5825,10,120000.0,9.38,0.0,1.0,67.0,,8.0,0.0,9772,41.8,26.0,0.0,3,1978.0,5.0,1.0,0,18,3286,1,531,4,0,35,1,0
5826,10,51996.0,2.52,0.0,0.0,26.0,,10.0,0.0,3297,47.8,24.0,0.0,1,1999.0,11.0,1.0,1,4,4396,4,52,0,0,30,2,0
5827,10,62500.0,13.32,0.0,1.0,51.0,,8.0,0.0,5708,51.0,14.0,0.0,3,1994.0,12.0,1.0,0,18,7154,1,297,0,0,1,0,0
5828,5,41004.0,15.31,0.0,3.0,,,11.0,0.0,19604,43.3,16.0,0.0,2,2000.0,8.0,1.0,0,2,1646,1,332,0,0,17,1,0
5829,10,27560.0,23.38,2.0,1.0,5.0,,10.0,0.0,8200,40.0,34.0,0.0,1,1993.0,8.0,1.0,0,18,2828,1,625,3,0,31,2,0
5830,10,80000.0,16.65,0.0,0.0,42.0,,7.0,0.0,17347,81.2,17.0,0.0,2,1989.0,6.0,1.0,0,2,6114,1,654,3,0,4,0,0
5831,1,45000.0,19.97,0.0,2.0,58.0,76.0,13.0,1.0,17126,80.4,26.0,0.0,3,1991.0,11.0,1.0,0,12,2904,1,550,0,0,42,0,0
5832,10,66000.0,8.51,0.0,1.0,,86.0,3.0,1.0,924,15.9,4.0,0.0,1,2006.0,2.0,1.0,0,12,3116,0,533,4,0,35,2,0
5833,9,54000.0,20.58,0.0,0.0,,,7.0,0.0,50984,90.1,27.0,0.0,3,1993.0,10.0,1.0,0,4,3047,2,54,0,0,30,0,0
5834,1,12000.0,4.4,1.0,0.0,21.0,,5.0,0.0,1367,29.7,9.0,0.0,3,2006.0,3.0,1.0,0,12,801,3,384,4,0,22,2,0
5835,10,41000.0,9.8,0.0,1.0,,,3.0,0.0,970,97.0,7.0,0.0,2,1999.0,5.0,1.0,1,4,6671,0,268,0,0,9,1,0
5836,10,91000.0,10.6,1.0,0.0,11.0,,8.0,0.0,8971,42.7,18.0,0.0,2,1992.0,3.0,1.0,0,4,4450,4,1,4,0,19,1,0
5837,5,60000.0,14.02,0.0,1.0,,,12.0,0.0,3225,19.8,21.0,0.0,2,2002.0,10.0,1.0,0,12,3988,3,134,0,0,37,2,0
5838,9,56160.0,13.82,0.0,0.0,,,6.0,0.0,3363,34.0,16.0,0.0,2,1996.0,12.0,1.0,0,4,888,0,242,0,0,39,2,0
5839,3,30000.0,12.76,0.0,1.0,0.0,0.0,6.0,0.0,5830,64.1,8.0,0.0,1,1999.0,1.0,1.0,0,6,935,2,630,4,0,32,0,0
5840,1,60000.0,16.66,0.0,0.0,27.0,,5.0,0.0,8349,39.0,16.0,0.0,1,1993.0,11.0,1.0,0,2,437,2,12,4,0,19,1,0
5841,1,12000.0,14.0,0.0,1.0,,,8.0,0.0,4352,62.2,8.0,0.0,1,2005.0,10.0,1.0,1,18,4419,3,378,4,0,22,0,0
5842,5,38000.0,24.25,0.0,0.0,,,11.0,0.0,7318,32.9,34.0,0.0,3,1997.0,2.0,1.0,0,4,473,4,77,4,0,33,2,0
5843,6,67440.0,22.57,0.0,0.0,,,15.0,0.0,19260,67.1,36.0,0.0,1,1993.0,10.0,1.0,0,12,7459,0,203,0,0,48,0,0
5844,1,31200.0,0.38,0.0,0.0,,,6.0,0.0,91,1.0,14.0,0.0,3,2008.0,2.0,1.0,0,18,2492,4,450,4,0,14,1,0
5845,5,42000.0,19.31,0.0,3.0,,117.0,14.0,1.0,13393,55.1,30.0,0.0,2,1993.0,4.0,1.0,0,4,4266,2,440,0,0,14,2,0
5846,1,42000.0,6.11,0.0,1.0,25.0,,6.0,0.0,4483,19.0,12.0,0.0,2,2003.0,2.0,1.0,0,16,3024,3,584,4,0,5,0,0
5847,1,35004.0,18.24,0.0,2.0,,,8.0,0.0,1760,28.4,18.0,0.0,2,2000.0,7.0,1.0,0,8,2247,4,26,3,0,29,0,0
5848,2,60000.0,24.64,0.0,0.0,,,10.0,0.0,13576,67.2,34.0,0.0,2,1995.0,5.0,1.0,0,4,6371,0,164,4,0,20,0,0
5849,3,85000.0,6.37,0.0,0.0,,,6.0,0.0,0,0.0,11.0,0.0,1,1998.0,6.0,1.0,0,18,5158,2,653,0,0,4,0,0
5850,3,76800.0,10.34,0.0,1.0,43.0,,11.0,0.0,10459,22.7,27.0,0.0,1,1986.0,6.0,1.0,0,0,3908,1,516,0,0,18,0,0
5851,8,130000.0,5.92,0.0,0.0,57.0,,17.0,0.0,43,0.2,27.0,0.0,1,1987.0,9.0,1.0,0,8,1246,1,57,0,0,30,1,0
5852,10,51500.0,29.99,0.0,1.0,64.0,,9.0,0.0,7937,38.7,27.0,0.0,3,1990.0,9.0,1.0,0,2,1153,3,56,4,0,30,1,0
5853,5,42000.0,23.31,0.0,0.0,,,8.0,0.0,16949,32.7,17.0,0.0,2,2000.0,9.0,1.0,0,12,4328,0,77,4,0,33,2,0
5854,8,62400.0,19.63,0.0,0.0,44.0,,7.0,0.0,13292,61.8,28.0,0.0,1,1999.0,10.0,1.0,0,4,2890,3,242,0,0,39,1,0
5855,3,41004.0,19.52,0.0,1.0,35.0,,6.0,0.0,2133,8.8,18.0,0.0,1,2000.0,8.0,1.0,0,18,7371,3,614,4,0,3,0,0
5856,0,48000.0,19.57,0.0,2.0,,,14.0,0.0,24311,74.3,26.0,0.0,3,1986.0,9.0,1.0,0,8,4639,4,558,0,0,42,0,0
5857,1,42000.0,2.63,0.0,0.0,,,5.0,0.0,1408,93.9,8.0,0.0,2,2006.0,8.0,1.0,0,18,583,0,236,4,0,39,0,0
5858,10,47091.0,14.35,0.0,1.0,,,10.0,0.0,3018,8.8,32.0,0.0,3,1992.0,1.0,1.0,0,4,6944,3,531,0,0,35,0,0
5859,0,16800.0,8.5,0.0,0.0,40.0,,4.0,0.0,1805,46.3,9.0,0.0,2,2005.0,1.0,1.0,0,18,4639,3,85,4,0,33,0,0
5860,5,39150.0,13.89,0.0,0.0,53.0,,5.0,0.0,6948,95.2,10.0,0.0,3,2000.0,4.0,1.0,1,4,555,1,659,4,0,4,0,0
5861,4,86000.0,13.4,0.0,1.0,,,6.0,0.0,20164,85.0,23.0,0.0,1,2000.0,12.0,1.0,0,2,4727,2,654,4,0,4,0,0
5862,6,60000.0,16.06,0.0,1.0,,,10.0,0.0,6790,47.8,35.0,0.0,1,1999.0,11.0,1.0,0,4,1521,3,630,0,0,32,2,0
5863,4,140000.0,8.32,0.0,1.0,,,9.0,0.0,44128,42.0,30.0,0.0,3,1995.0,8.0,1.0,1,4,727,0,20,0,0,29,1,0
5864,7,72000.0,24.02,0.0,3.0,78.0,,11.0,0.0,34527,94.9,14.0,0.0,1,1994.0,1.0,1.0,0,8,3368,1,640,0,0,4,1,0
5865,4,38014.0,19.6,0.0,0.0,,,6.0,0.0,9269,88.3,30.0,0.0,1,1998.0,11.0,1.0,0,4,4831,1,188,0,0,44,2,0
5866,1,160000.0,8.12,0.0,1.0,,,18.0,0.0,8062,8.1,39.0,0.0,2,1988.0,12.0,1.0,0,18,7555,3,412,0,0,23,0,0
5867,10,34515.87,10.53,0.0,0.0,,,11.0,0.0,5133,7.3,22.0,0.0,2,1993.0,9.0,1.0,0,8,1628,2,342,0,0,34,2,0
5868,1,145000.0,16.67,0.0,0.0,,,6.0,0.0,43175,11.9,13.0,0.0,1,2000.0,8.0,1.0,0,2,2393,4,75,4,0,33,1,0
5869,1,250000.0,3.62,0.0,5.0,,,4.0,0.0,33575,83.9,21.0,0.0,2,2000.0,11.0,1.0,0,8,4639,1,645,4,0,4,0,0
5870,5,50000.0,19.2,0.0,3.0,76.0,,12.0,0.0,9479,22.8,30.0,0.0,2,2000.0,3.0,1.0,0,8,7102,2,458,0,0,14,0,0
5871,10,55000.0,5.48,0.0,0.0,,,8.0,0.0,9550,65.9,18.0,0.0,2,2002.0,6.0,1.0,0,4,4639,2,81,4,0,33,0,0
5872,7,66000.0,11.76,0.0,0.0,,,11.0,0.0,15738,39.0,20.0,0.0,2,1999.0,5.0,1.0,0,4,3983,4,559,0,0,42,0,0
5873,2,35000.0,8.61,0.0,0.0,,,6.0,0.0,7962,52.7,17.0,0.0,2,1992.0,8.0,1.0,0,4,3982,4,326,0,0,17,0,0
5874,10,117000.0,16.83,0.0,0.0,,,9.0,0.0,37363,70.0,33.0,0.0,3,1988.0,12.0,1.0,0,4,5632,0,640,0,0,4,1,0
5875,4,14400.0,6.67,0.0,0.0,,,3.0,0.0,894,63.9,7.0,0.0,1,2004.0,10.0,1.0,0,4,2635,3,252,4,0,10,0,0
5876,2,45843.2,7.8,0.0,0.0,,,7.0,0.0,6844,49.7,9.0,0.0,3,1999.0,5.0,1.0,0,4,2607,1,560,3,0,42,2,0
5877,4,69500.0,8.82,0.0,5.0,,,3.0,0.0,2293,40.9,6.0,0.0,2,1998.0,2.0,1.0,0,18,1809,4,64,4,0,33,2,0
5878,2,50004.0,16.29,0.0,0.0,27.0,,10.0,0.0,27861,80.7,21.0,0.0,2,1987.0,3.0,1.0,0,4,3955,3,152,4,0,37,0,0
5879,6,48000.0,14.88,0.0,4.0,,,7.0,0.0,12367,29.4,29.0,0.0,2,1997.0,1.0,1.0,0,4,7868,3,73,4,0,33,1,0
5880,10,79636.0,7.16,0.0,1.0,43.0,0.0,9.0,0.0,12301,56.4,16.0,0.0,2,1973.0,9.0,1.0,0,4,6771,4,553,4,0,42,0,0
5881,10,60000.0,12.36,0.0,2.0,,,9.0,0.0,7960,12.9,20.0,0.0,1,1982.0,1.0,1.0,0,4,5258,3,81,3,0,33,1,0
5882,1,35000.0,17.38,0.0,0.0,44.0,0.0,10.0,0.0,22213,65.9,22.0,,1,2000.0,3.0,1.0,0,4,4639,3,65,4,0,33,0,0
5883,6,80000.0,2.94,0.0,1.0,,,13.0,0.0,5519,32.7,31.0,0.0,3,1998.0,10.0,1.0,0,16,7313,2,571,0,0,42,2,0
5884,4,45000.0,19.39,0.0,0.0,,,10.0,0.0,16487,63.2,15.0,0.0,2,2001.0,6.0,1.0,0,4,33,0,716,4,0,0,0,0
5885,1,195000.0,21.42,0.0,3.0,,,15.0,0.0,76001,92.4,64.0,0.0,2,1990.0,2.0,1.0,0,4,4639,3,571,0,0,42,1,0
5886,5,75000.0,15.86,0.0,0.0,,,19.0,0.0,22155,50.4,34.0,0.0,1,2001.0,10.0,1.0,0,2,7115,1,114,0,0,37,1,0
5887,0,20000.0,1.44,0.0,0.0,,,11.0,0.0,1025,24.4,12.0,0.0,1,2004.0,11.0,1.0,0,0,4639,3,161,4,0,20,1,0
5888,6,79700.0,5.74,0.0,0.0,37.0,,6.0,0.0,21555,56.7,27.0,0.0,1,1988.0,8.0,1.0,0,4,1406,0,662,0,0,4,2,0
5889,1,48000.0,20.1,0.0,3.0,,92.0,8.0,1.0,3246,56.0,12.0,0.0,3,2003.0,8.0,1.0,1,10,4639,4,682,4,0,4,2,0
5890,2,20000.0,16.98,0.0,0.0,,,7.0,0.0,709,26.3,8.0,0.0,2,2006.0,8.0,1.0,0,18,7477,0,185,4,0,44,2,0
5891,7,60000.0,8.32,0.0,1.0,,,9.0,0.0,4797,9.7,20.0,0.0,1,2004.0,9.0,1.0,0,16,7315,1,707,0,0,46,2,0
5892,10,300000.0,9.07,1.0,0.0,12.0,,6.0,0.0,96758,53.9,19.0,0.0,2,1999.0,4.0,1.0,0,4,4377,1,59,3,0,30,1,0
5893,2,51996.0,5.53,0.0,1.0,,,8.0,0.0,1025,22.3,9.0,0.0,2,2005.0,10.0,1.0,0,21,3079,4,38,4,0,6,0,0
5894,10,50000.0,12.84,0.0,1.0,,,9.0,0.0,8399,39.8,12.0,0.0,1,2001.0,12.0,1.0,0,25,6137,3,77,4,0,33,2,0
5895,1,60000.0,11.72,1.0,3.0,6.0,103.0,12.0,1.0,8477,82.8,25.0,0.0,2,1990.0,9.0,1.0,0,8,5805,1,113,0,0,37,0,0
5896,4,84996.0,15.7,0.0,0.0,81.0,,8.0,0.0,30114,85.1,27.0,0.0,3,1997.0,12.0,1.0,0,8,916,3,280,0,0,9,1,0
5897,6,117000.0,9.74,1.0,0.0,23.0,,7.0,0.0,9667,21.3,12.0,0.0,2,1984.0,2.0,1.0,0,21,6335,4,639,4,0,4,1,0
5898,10,150000.0,15.18,0.0,0.0,,,18.0,0.0,70595,56.8,45.0,0.0,1,1988.0,2.0,1.0,0,4,4639,2,654,0,0,4,2,0
5899,10,60000.0,23.06,0.0,0.0,,,9.0,0.0,12963,46.1,36.0,0.0,2,1998.0,8.0,1.0,0,12,6349,1,569,3,0,42,0,0
5900,10,43337.0,24.89,0.0,0.0,,,5.0,0.0,3888,36.2,8.0,0.0,2,2001.0,5.0,1.0,0,21,599,2,558,4,0,42,0,0
5901,10,56000.0,24.84,0.0,2.0,,,11.0,0.0,15133,68.8,27.0,0.0,2,2000.0,4.0,1.0,1,19,4600,3,629,4,0,32,1,0
5902,1,50400.0,3.81,0.0,1.0,,,6.0,0.0,1440,7.1,14.0,0.0,3,2003.0,10.0,1.0,0,18,2113,2,680,4,0,4,0,0
5903,10,74276.8,3.55,0.0,0.0,,102.0,3.0,1.0,8542,67.8,17.0,0.0,3,1995.0,7.0,1.0,0,2,2588,4,705,0,0,46,0,0
5904,10,75000.0,21.74,0.0,1.0,,,10.0,0.0,28281,68.3,19.0,0.0,1,1992.0,5.0,1.0,0,4,957,4,322,0,0,17,2,0
5905,6,65000.0,14.64,0.0,4.0,73.0,,21.0,0.0,10623,59.3,34.0,0.0,1,1996.0,9.0,1.0,0,4,4925,0,76,4,0,33,1,0
5906,1,38000.0,23.53,0.0,1.0,,,13.0,0.0,19056,62.1,27.0,0.0,3,1993.0,6.0,1.0,0,4,530,1,247,0,0,10,0,0
5907,2,48000.0,16.85,0.0,0.0,27.0,,13.0,0.0,9348,31.2,40.0,0.0,3,1981.0,11.0,1.0,0,4,4639,2,649,4,0,4,1,0
5908,10,90000.0,24.99,0.0,0.0,,,11.0,0.0,53896,96.8,17.0,0.0,1,2000.0,1.0,1.0,0,4,92,4,442,4,0,14,1,0
5909,1,68000.0,12.56,0.0,0.0,,,8.0,0.0,11231,59.7,21.0,0.0,2,1997.0,9.0,1.0,0,21,724,2,62,0,0,30,1,0
5910,10,53000.0,18.93,0.0,1.0,0.0,0.0,9.0,0.0,20033,82.8,25.0,0.0,1,1998.0,1.0,1.0,1,4,6072,2,442,4,0,14,0,0
5911,10,79968.0,13.36,0.0,0.0,59.0,95.0,9.0,1.0,16012,61.6,19.0,0.0,1,1992.0,4.0,1.0,0,0,3876,1,104,4,0,33,2,0
5912,1,14000.0,21.51,0.0,1.0,,,9.0,0.0,8172,34.0,10.0,0.0,2,2004.0,4.0,1.0,0,16,2955,0,177,4,0,44,0,0
5913,10,84996.0,9.25,0.0,4.0,,,11.0,0.0,95584,59.4,30.0,0.0,3,1985.0,3.0,1.0,0,18,1376,4,246,4,0,10,0,0
5914,7,48000.0,6.72,0.0,0.0,,,13.0,0.0,16710,36.1,36.0,0.0,2,1991.0,10.0,1.0,0,8,5049,3,273,0,0,9,2,0
5915,10,126000.0,13.08,0.0,0.0,,,13.0,0.0,50699,61.5,34.0,0.0,3,1992.0,9.0,1.0,0,2,5938,2,680,0,0,4,1,0
5916,10,95004.0,8.4,0.0,0.0,,,11.0,0.0,2227,6.3,40.0,0.0,2,1986.0,12.0,1.0,0,4,2029,4,630,0,0,32,2,0
5917,10,120000.0,3.41,0.0,0.0,,,7.0,0.0,9655,91.1,9.0,0.0,3,2004.0,10.0,1.0,0,4,2596,4,176,4,0,44,2,0
5918,10,18000.0,16.27,0.0,0.0,,,4.0,0.0,12261,56.8,10.0,0.0,2,2001.0,3.0,1.0,1,21,4642,0,703,4,0,46,0,0
5919,2,40000.0,12.9,0.0,0.0,,,7.0,0.0,11417,44.1,12.0,0.0,2,2004.0,9.0,1.0,0,12,2057,3,473,0,0,24,1,0
5920,2,60000.0,19.58,0.0,4.0,27.0,,21.0,0.0,8408,50.9,51.0,0.0,1,1997.0,7.0,1.0,0,2,6608,1,679,0,0,4,2,0
5921,10,55000.0,16.04,0.0,1.0,48.0,,10.0,0.0,16541,93.2,30.0,0.0,3,1973.0,1.0,1.0,1,12,3145,2,707,0,0,46,0,0
5922,0,63600.0,3.77,0.0,0.0,60.0,,10.0,0.0,5220,42.1,37.0,0.0,2,1993.0,11.0,1.0,0,8,4639,0,420,0,0,23,0,0
5923,2,84996.0,5.99,1.0,0.0,19.0,,4.0,0.0,3634,55.9,6.0,0.0,3,2001.0,9.0,1.0,0,12,6685,0,173,4,0,44,0,0
5924,2,76000.0,18.52,0.0,0.0,,,9.0,0.0,3808,97.6,16.0,0.0,3,2005.0,9.0,1.0,0,12,4430,3,158,4,0,7,0,0
5925,5,36000.0,6.7,1.0,1.0,13.0,,9.0,0.0,981,8.6,12.0,0.0,2,1997.0,7.0,1.0,0,12,3111,4,656,4,0,4,1,0
5926,3,16800.0,12.36,1.0,0.0,17.0,,4.0,0.0,6888,78.6,16.0,0.0,3,1997.0,7.0,1.0,0,18,5104,2,484,4,0,24,0,0
5927,8,55000.0,11.28,0.0,1.0,44.0,,16.0,0.0,1026,60.4,20.0,0.0,3,2000.0,12.0,1.0,0,25,17,1,559,4,0,42,2,0
5928,4,65000.0,23.69,0.0,0.0,42.0,,10.0,0.0,31785,69.9,24.0,0.0,3,1976.0,11.0,1.0,0,2,4850,0,251,0,0,10,0,0
5929,7,63000.0,5.3,0.0,0.0,,,10.0,0.0,1269,2.2,24.0,0.0,1,1999.0,1.0,1.0,0,4,5553,4,174,0,0,44,0,0
5930,7,54000.0,16.49,0.0,1.0,,87.0,5.0,1.0,8285,45.3,13.0,0.0,1,1996.0,10.0,1.0,0,0,7604,2,222,0,0,27,0,0
5931,1,24000.0,9.8,0.0,2.0,,,12.0,0.0,6909,29.3,14.0,0.0,2,2005.0,8.0,1.0,1,2,6693,1,558,3,0,42,2,0
5932,6,133000.0,20.92,0.0,0.0,,,10.0,0.0,112522,19.7,32.0,0.0,2,1994.0,2.0,1.0,0,4,2338,2,658,0,0,4,1,0
5933,5,41900.0,12.26,0.0,3.0,,,12.0,0.0,10044,42.6,15.0,0.0,2,2006.0,12.0,1.0,1,2,6089,3,76,4,0,33,0,0
5934,6,86004.0,22.55,0.0,2.0,27.0,,7.0,0.0,2149,36.4,20.0,0.0,2,2001.0,8.0,1.0,0,23,1869,2,658,4,0,4,2,0
5935,1,158000.0,6.29,0.0,1.0,,,12.0,0.0,30617,44.7,32.0,0.0,1,1996.0,11.0,1.0,0,4,5145,3,660,3,0,4,2,0
5936,6,70000.0,5.21,0.0,3.0,,,12.0,0.0,33817,58.3,16.0,0.0,2,2001.0,6.0,1.0,1,4,7558,4,472,0,0,24,2,0
5937,5,120000.0,13.51,0.0,0.0,,,10.0,0.0,108654,88.9,19.0,0.0,3,1995.0,3.0,1.0,0,2,4639,2,674,0,0,4,2,0
5938,10,70000.0,11.23,0.0,2.0,46.0,106.0,22.0,1.0,11344,51.6,46.0,0.0,1,1984.0,1.0,1.0,1,5,1620,1,265,0,0,9,2,0
5939,9,50000.0,12.48,0.0,0.0,,61.0,11.0,1.0,9170,41.5,13.0,0.0,3,2004.0,12.0,1.0,0,2,804,3,687,0,0,4,0,0
5940,5,38500.0,24.41,0.0,0.0,,,11.0,0.0,16557,54.3,23.0,0.0,2,2001.0,5.0,1.0,0,4,2416,0,77,4,0,33,2,0
5941,3,21600.0,22.56,0.0,3.0,,,5.0,0.0,4749,86.3,11.0,0.0,3,2001.0,11.0,1.0,0,4,1089,0,38,4,0,6,1,0
5942,3,55000.0,24.37,0.0,2.0,,116.0,18.0,1.0,22723,76.9,35.0,0.0,2,1985.0,2.0,1.0,0,18,1767,1,665,4,0,4,0,0
5943,1,100000.0,22.25,0.0,5.0,29.0,0.0,23.0,0.0,115602,29.7,46.0,0.0,3,1990.0,7.0,1.0,0,4,3724,3,43,0,0,6,0,0
5944,10,38400.0,23.09,0.0,1.0,48.0,,10.0,0.0,9912,65.6,21.0,0.0,1,1994.0,7.0,1.0,0,8,4667,0,150,3,0,37,0,0
5945,8,70000.0,13.92,0.0,1.0,,,8.0,0.0,2802,33.8,19.0,0.0,2,2000.0,10.0,1.0,0,4,7726,3,8,4,0,19,2,0
5946,3,75000.0,9.76,0.0,2.0,,,8.0,0.0,14022,52.2,28.0,0.0,3,1999.0,2.0,1.0,1,4,4868,3,436,3,0,14,1,0
5947,7,97000.0,11.54,0.0,2.0,,,10.0,0.0,10899,35.4,30.0,0.0,3,2005.0,7.0,1.0,0,21,7461,4,104,4,0,33,2,0
5948,2,20000.0,14.16,0.0,0.0,,,5.0,0.0,5267,42.8,8.0,0.0,1,1999.0,8.0,1.0,0,4,2667,0,680,4,0,4,0,0
5949,5,34000.0,23.96,0.0,0.0,,,8.0,0.0,23230,65.4,20.0,0.0,2,1995.0,12.0,1.0,0,4,600,0,255,0,0,10,2,0
5950,6,55900.0,24.58,0.0,0.0,,,10.0,0.0,11293,80.7,17.0,0.0,2,2005.0,6.0,1.0,1,18,2247,3,10,4,0,19,1,0
5951,1,45000.0,12.0,0.0,0.0,57.0,,5.0,0.0,2829,,20.0,0.0,2,1983.0,10.0,1.0,0,0,2274,1,251,4,0,10,0,0
5952,2,84000.0,9.13,0.0,0.0,,,4.0,0.0,8868,32.4,4.0,0.0,3,2001.0,5.0,1.0,0,0,3371,0,108,4,0,33,0,0
5953,1,92000.0,15.47,0.0,0.0,24.0,,15.0,0.0,23251,70.7,39.0,0.0,1,1994.0,6.0,1.0,0,4,7439,2,655,4,0,4,1,0
5954,6,26000.0,6.88,0.0,0.0,,,4.0,0.0,6253,67.2,5.0,0.0,2,2004.0,8.0,1.0,0,4,216,2,656,4,0,4,0,0
5955,2,62000.0,3.74,0.0,0.0,46.0,,7.0,0.0,6214,20.8,13.0,0.0,2,2002.0,11.0,1.0,0,4,5449,0,671,4,0,4,1,0
5956,2,43000.0,16.72,1.0,1.0,2.0,,6.0,0.0,3300,70.2,9.0,0.0,1,2004.0,7.0,1.0,0,4,528,2,512,0,0,18,1,0
5957,5,50400.0,13.76,0.0,3.0,,,6.0,0.0,5262,72.1,16.0,0.0,2,2000.0,3.0,1.0,0,4,117,1,718,0,0,0,2,0
5958,6,100000.0,9.43,0.0,1.0,,,9.0,0.0,7097,12.0,34.0,0.0,1,2000.0,8.0,1.0,0,8,6860,1,276,0,0,9,2,0
5959,7,58000.0,21.66,0.0,0.0,,,7.0,0.0,17943,43.8,25.0,0.0,3,1990.0,9.0,1.0,0,4,4123,3,505,3,0,18,0,0
5960,4,50985.0,16.19,0.0,1.0,,,8.0,0.0,3621,34.8,13.0,0.0,3,2004.0,9.0,1.0,0,4,1625,3,50,4,0,30,0,0
