,is_bad,emp_length,home_ownership,annual_inc,verification_status,pymnt_plan,purpose_cat,zip_code,addr_state,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,mths_since_last_major_derog,policy_code,cr_line_yrs,cr_line_mths
5149,0,6,mortgage,60000.0,verified - income,n,debt consolidation,347xx,fl,20.32,0.0,2.0,64.0,119,19.0,0,29888,49.1,48.0,f,1,pc3,1998.0,8
5150,0,2,rent,35000.0,verified - income,n,debt consolidation,161xx,pa,15.77,0.0,1.0,0.0,119,9.0,0,1543,28.1,12.0,f,2,pc1,2005.0,10
5151,0,10,mortgage,47125.0,not verified,n,other,958xx,ca,21.34,0.0,2.0,59.0,119,8.0,0,1432,31.1,12.0,f,3,pc5,2002.0,8
5152,0,4,mortgage,84000.0,verified - income,n,other,805xx,co,16.57,0.0,0.0,0.0,119,15.0,0,1887,94.3,41.0,f,2,pc3,1999.0,9
5153,0,10,mortgage,120000.0,verified - income,n,home improvement,920xx,ca,12.69,1.0,0.0,22.0,119,11.0,0,8808,46.6,61.0,f,2,pc1,1989.0,10
5154,0,3,rent,40000.0,verified - income,n,debt consolidation,200xx,dc,22.17,0.0,0.0,0.0,119,16.0,0,17064,39.2,22.0,f,1,pc1,2000.0,3
5155,0,9,mortgage,66996.0,verified - income,n,debt consolidation,852xx,az,21.8,0.0,0.0,0.0,119,6.0,0,25735,82.0,17.0,f,1,pc4,2000.0,9
5156,0,10,mortgage,95142.0,verified - income source,n,debt consolidation,720xx,ar,16.56,0.0,3.0,74.0,119,13.0,0,13187,72.1,17.0,f,1,pc3,2003.0,5
5157,0,4,mortgage,112445.0,not verified,n,small business,021xx,ma,7.15,0.0,0.0,0.0,119,6.0,0,1264,21.1,19.0,f,1,pc4,1991.0,2
5158,0,4,rent,37800.0,not verified,n,debt consolidation,100xx,ny,5.4,0.0,0.0,0.0,119,5.0,0,4817,57.3,9.0,f,1,pc4,2007.0,2
5159,0,6,rent,42000.0,verified - income source,n,debt consolidation,913xx,ca,22.57,1.0,0.0,3.0,119,10.0,0,10325,39.4,21.0,f,2,pc5,2002.0,1
5160,0,3,mortgage,60000.0,verified - income,n,small business,786xx,tx,29.3,0.0,1.0,0.0,119,14.0,0,16107,60.3,35.0,f,2,pc1,1997.0,2
5161,0,5,mortgage,47000.0,verified - income source,n,other,750xx,tx,23.69,1.0,0.0,16.0,99,7.0,1,1400,77.8,27.0,f,3,pc1,1996.0,8
5162,0,2,rent,25200.0,verified - income source,n,car,922xx,ca,2.62,0.0,1.0,0.0,119,5.0,0,127,5.4,7.0,f,2,pc4,2007.0,4
5163,0,1,mortgage,81204.0,verified - income,n,car,357xx,al,0.15,1.0,0.0,14.0,119,8.0,0,517,8.9,17.0,f,3,pc4,1997.0,3
5164,0,8,mortgage,62000.0,not verified,n,debt consolidation,193xx,pa,19.74,0.0,2.0,0.0,119,19.0,0,63087,20.2,45.0,f,2,pc4,1997.0,11
5165,0,3,mortgage,68004.0,verified - income,n,debt consolidation,430xx,oh,9.63,0.0,2.0,0.0,119,7.0,0,19653,48.2,31.0,f,2,pc1,1999.0,10
5166,0,1,mortgage,38200.0,not verified,n,small business,731xx,ok,12.19,0.0,5.0,0.0,119,5.0,0,639,6.8,5.0,f,3,pc4,2004.0,12
5167,0,4,rent,30000.0,not verified,n,debt consolidation,152xx,pa,16.04,0.0,0.0,0.0,119,6.0,0,2640,80.0,9.0,f,3,pc2,2004.0,10
5168,0,5,rent,77700.0,not verified,n,educational,223xx,va,19.1,0.0,2.0,55.0,57,21.0,1,5396,23.1,36.0,f,1,pc2,1999.0,5
5169,0,5,mortgage,120000.0,verified - income source,n,other,730xx,ok,4.46,0.0,1.0,0.0,119,19.0,0,582,1.0,45.0,f,2,pc5,1974.0,8
5170,1,4,mortgage,72000.0,verified - income,n,other,347xx,fl,11.22,0.0,3.0,39.0,119,8.0,0,17830,93.4,20.0,f,2,pc1,1989.0,11
5171,0,2,mortgage,33360.0,not verified,n,car,666xx,ks,1.8,0.0,0.0,46.0,119,7.0,0,1279,10.2,26.0,f,3,pc4,1998.0,6
5172,0,10,mortgage,76176.0,verified - income,n,home improvement,302xx,ga,23.3,0.0,0.0,0.0,119,9.0,0,32418,45.9,29.0,f,1,pc4,1994.0,3
5173,0,8,rent,45000.0,verified - income,n,debt consolidation,928xx,ca,28.37,0.0,1.0,0.0,119,5.0,0,10661,64.6,17.0,f,1,pc1,2000.0,3
5174,0,8,rent,28000.0,verified - income source,n,debt consolidation,916xx,ca,0.43,0.0,4.0,38.0,119,4.0,0,839,7.4,19.0,f,2,pc3,2002.0,11
5175,0,10,mortgage,102000.0,verified - income,n,credit card,917xx,ca,13.68,0.0,0.0,0.0,119,9.0,0,53989,82.9,14.0,f,2,pc1,1970.0,8
5176,0,2,rent,65000.0,verified - income,n,small business,021xx,ma,5.15,0.0,1.0,0.0,119,3.0,0,5673,97.8,3.0,f,1,pc5,2004.0,11
5177,0,1,rent,39000.0,verified - income source,n,debt consolidation,921xx,ca,9.72,0.0,1.0,0.0,119,5.0,0,10490,96.2,8.0,f,1,pc1,2002.0,9
5178,0,1,rent,47000.0,not verified,n,major purchase,935xx,ca,2.32,0.0,1.0,0.0,119,4.0,0,7470,38.3,14.0,f,3,pc1,1997.0,5
5179,0,9,mortgage,72000.0,verified - income,n,credit card,786xx,tx,18.7,0.0,1.0,0.0,119,13.0,0,28434,71.6,26.0,f,1,pc1,2002.0,8
5180,0,1,rent,66000.0,not verified,n,debt consolidation,103xx,ny,5.73,0.0,0.0,0.0,119,6.0,0,7909,68.5,9.0,f,2,pc4,2005.0,10
5181,0,2,mortgage,130000.0,verified - income,n,debt consolidation,085xx,nj,13.76,0.0,0.0,0.0,119,11.0,0,43468,78.6,20.0,f,1,pc1,2000.0,3
5182,1,5,mortgage,27600.0,not verified,n,other,782xx,tx,19.0,0.0,3.0,0.0,119,7.0,0,13112,95.0,14.0,f,1,pc1,2006.0,8
5183,0,4,rent,46800.0,not verified,n,debt consolidation,983xx,wa,19.15,0.0,0.0,36.0,119,6.0,0,2807,29.9,20.0,f,2,pc4,2004.0,11
5184,0,2,own,35000.0,verified - income source,n,major purchase,077xx,nj,8.71,0.0,0.0,29.0,119,7.0,0,387,14.9,9.0,f,3,pc3,2005.0,12
5185,0,3,mortgage,75000.0,verified - income,n,credit card,828xx,wy,18.53,0.0,0.0,0.0,119,19.0,0,12343,87.5,47.0,f,2,pc3,2000.0,2
5186,0,5,rent,84000.0,verified - income source,n,credit card,904xx,ca,18.03,0.0,2.0,43.0,119,10.0,0,9960,76.1,38.0,f,3,pc2,2000.0,4
5187,0,4,rent,50650.0,not verified,n,credit card,112xx,ny,18.45,0.0,0.0,0.0,119,12.0,0,5817,34.6,13.0,f,3,pc5,2005.0,6
5188,0,7,rent,24000.0,not verified,n,credit card,773xx,tx,12.7,0.0,0.0,0.0,119,8.0,0,5404,49.1,12.0,f,2,pc5,2006.0,6
5189,0,4,rent,38004.0,verified - income source,n,debt consolidation,300xx,ga,23.43,1.0,0.0,21.0,119,8.0,0,10451,69.7,14.0,f,1,pc1,2003.0,8
5190,0,2,rent,54000.0,not verified,n,debt consolidation,921xx,ca,22.51,0.0,1.0,0.0,119,11.0,0,10274,88.0,25.0,f,1,pc5,1997.0,12
5191,0,5,mortgage,44000.0,verified - income,n,debt consolidation,852xx,az,17.32,0.0,0.0,0.0,119,11.0,0,9074,51.0,14.0,f,1,pc3,1982.0,11
5192,0,10,mortgage,78000.0,verified - income source,n,debt consolidation,313xx,ga,15.26,0.0,2.0,29.0,119,9.0,0,9402,72.3,25.0,f,1,pc4,1997.0,1
5193,0,6,rent,100000.0,not verified,n,debt consolidation,113xx,ny,12.94,0.0,0.0,0.0,119,9.0,0,10576,57.2,20.0,f,2,pc1,2001.0,5
5194,0,6,rent,45000.0,not verified,n,other,917xx,ca,6.69,0.0,1.0,66.0,119,10.0,0,12862,66.6,17.0,f,2,pc4,1996.0,9
5195,1,10,mortgage,80000.0,not verified,n,small business,921xx,ca,7.56,1.0,1.0,18.0,0,4.0,0,18316,81.0,14.0,f,3,pc2,1994.0,5
5196,0,10,rent,85000.0,verified - income,n,other,117xx,ny,14.44,0.0,0.0,38.0,89,5.0,1,3687,39.2,19.0,f,1,pc5,1996.0,2
5197,0,1,rent,185000.0,verified - income,n,major purchase,916xx,ca,4.61,0.0,0.0,0.0,119,8.0,0,7946,10.3,22.0,f,1,pc3,1992.0,5
5198,0,8,rent,39996.0,verified - income source,n,other,100xx,ny,6.81,1.0,0.0,16.0,119,10.0,0,7056,35.5,14.0,f,2,pc3,1997.0,11
5199,0,2,rent,14000.0,not verified,n,debt consolidation,483xx,mi,9.51,0.0,4.0,0.0,119,2.0,0,0,48.7,3.0,f,1,pc5,2005.0,8
5200,0,0,mortgage,126000.0,verified - income,n,major purchase,762xx,tx,12.74,0.0,0.0,0.0,119,22.0,0,21965,32.9,76.0,f,2,pc5,2064.0,9
5201,0,3,mortgage,53000.0,not verified,n,medical,328xx,fl,12.09,0.0,0.0,0.0,119,8.0,0,5297,40.7,28.0,f,2,pc4,2000.0,11
5202,0,1,rent,16800.0,verified - income source,n,debt consolidation,921xx,ca,7.86,0.0,1.0,0.0,119,3.0,0,3562,93.7,10.0,f,2,pc4,2003.0,8
5203,0,9,mortgage,53000.0,verified - income source,n,home improvement,018xx,ma,4.78,0.0,0.0,47.0,119,14.0,0,29584,75.3,34.0,f,1,pc5,1995.0,3
5204,0,5,mortgage,65000.0,verified - income source,n,debt consolidation,921xx,ca,19.31,0.0,4.0,0.0,119,12.0,0,9963,29.2,30.0,f,1,pc4,1999.0,10
5205,0,1,mortgage,32000.0,verified - income,n,debt consolidation,089xx,nj,11.44,0.0,2.0,0.0,119,9.0,0,6389,58.1,12.0,f,3,pc5,2003.0,8
5206,0,4,mortgage,70000.0,verified - income,n,debt consolidation,600xx,il,3.69,0.0,3.0,0.0,119,14.0,0,10220,23.9,18.0,f,1,pc2,2004.0,8
5207,0,3,mortgage,37440.0,not verified,n,other,452xx,oh,14.13,0.0,0.0,0.0,119,6.0,0,6811,56.8,18.0,f,3,pc4,2004.0,6
5208,0,2,own,62000.0,not verified,n,debt consolidation,302xx,ga,8.63,0.0,0.0,0.0,112,12.0,1,7734,41.6,18.0,f,3,pc3,1999.0,4
5209,0,1,rent,32000.0,verified - income,n,debt consolidation,148xx,ny,24.6,0.0,1.0,47.0,119,7.0,0,3330,92.5,43.0,f,1,pc5,1999.0,7
5210,0,10,mortgage,120000.0,verified - income,n,home improvement,300xx,ga,23.31,0.0,1.0,0.0,119,7.0,0,60120,74.0,39.0,f,2,pc2,1994.0,3
5211,0,8,rent,52000.0,verified - income source,n,debt consolidation,984xx,wa,18.78,0.0,0.0,77.0,119,6.0,0,18049,66.6,10.0,f,2,pc5,2000.0,10
5212,0,10,mortgage,144997.0,not verified,n,home improvement,208xx,md,5.54,0.0,1.0,24.0,119,11.0,0,311,0.4,37.0,f,1,pc4,1981.0,9
5213,0,10,mortgage,85000.0,verified - income,n,debt consolidation,067xx,ct,7.4,0.0,1.0,0.0,119,17.0,0,14200,31.2,39.0,f,1,pc4,1992.0,3
5214,0,6,mortgage,93000.0,not verified,n,home improvement,331xx,fl,9.66,0.0,3.0,0.0,0,9.0,0,128000,0.0,18.0,f,3,pc3,1995.0,4
5215,0,5,mortgage,38000.0,verified - income source,n,debt consolidation,327xx,fl,10.55,0.0,3.0,0.0,119,14.0,0,9471,36.6,28.0,f,1,pc4,2001.0,10
5216,0,1,mortgage,167300.0,verified - income,n,home improvement,954xx,ca,1.56,0.0,1.0,0.0,119,4.0,0,9787,52.3,10.0,f,2,pc3,2000.0,12
5217,0,10,mortgage,66000.0,verified - income source,n,credit card,923xx,ca,3.35,0.0,5.0,31.0,119,13.0,0,6967,17.7,33.0,f,3,pc5,1992.0,2
5218,0,1,mortgage,145000.0,verified - income,n,debt consolidation,641xx,mo,21.29,0.0,1.0,35.0,119,20.0,0,18258,23.5,39.0,f,1,pc1,1992.0,9
5219,0,2,rent,41000.0,verified - income,n,debt consolidation,492xx,mi,10.04,0.0,0.0,44.0,119,11.0,0,16407,46.7,19.0,f,1,pc3,1995.0,2
5220,0,4,mortgage,105000.0,verified - income,n,credit card,948xx,ca,11.29,0.0,0.0,50.0,111,7.0,1,5577,19.6,21.0,f,3,pc1,1991.0,11
5221,0,0,own,48000.0,not verified,n,major purchase,069xx,ct,0.63,0.0,1.0,56.0,119,5.0,0,725,6.6,9.0,f,3,pc1,2005.0,5
5222,0,1,mortgage,93450.0,not verified,n,debt consolidation,301xx,ga,15.38,0.0,2.0,0.0,119,9.0,0,79083,67.3,25.0,f,2,pc2,1994.0,9
5223,0,2,rent,22000.0,verified - income,n,debt consolidation,606xx,il,22.96,3.0,1.0,13.0,119,12.0,0,2921,42.3,15.0,f,1,pc5,2005.0,3
5224,1,5,mortgage,33280.0,not verified,n,home improvement,063xx,ct,18.07,0.0,3.0,0.0,119,6.0,0,6720,88.4,18.0,f,3,pc5,2000.0,8
5225,1,1,rent,60000.0,verified - income source,n,other small business,891xx,nv,15.36,0.0,0.0,75.0,119,13.0,0,32708,86.3,32.0,f,3,pc4,1998.0,11
5226,0,5,mortgage,34600.0,verified - income source,n,medical,152xx,pa,18.1,0.0,3.0,0.0,119,12.0,0,5980,64.3,26.0,f,1,pc4,2004.0,1
5227,0,4,mortgage,234996.0,verified - income,n,car,300xx,ga,12.51,0.0,0.0,0.0,119,9.0,0,5213,12.7,36.0,f,3,pc2,1994.0,4
5228,0,3,rent,45000.0,verified - income source,n,debt consolidation,917xx,ca,15.76,0.0,1.0,50.0,119,7.0,0,8267,82.0,17.0,f,3,pc1,1999.0,10
5229,0,10,mortgage,79000.0,not verified,n,major purchase,212xx,md,8.43,0.0,0.0,0.0,119,6.0,0,3001,11.0,25.0,f,2,pc2,1997.0,11
5230,0,10,mortgage,85000.0,verified - income,n,debt consolidation,085xx,nj,29.65,0.0,1.0,0.0,119,17.0,0,22775,60.7,40.0,f,3,pc3,1995.0,7
5231,0,10,mortgage,72000.0,verified - income,n,debt consolidation,359xx,al,26.48,0.0,0.0,0.0,119,8.0,0,10982,67.8,15.0,f,1,pc2,1999.0,2
5232,0,7,rent,175000.0,verified - income source,n,debt consolidation,333xx,fl,10.72,0.0,2.0,0.0,119,9.0,0,19506,33.2,41.0,f,2,pc5,1998.0,10
5233,0,10,mortgage,32400.0,verified - income source,n,small business,780xx,tx,23.3,0.0,3.0,0.0,119,19.0,0,14148,26.8,25.0,f,1,pc3,1989.0,8
5234,0,1,rent,53000.0,not verified,n,debt consolidation,072xx,nj,3.69,1.0,1.0,5.0,119,12.0,0,3004,9.2,29.0,f,1,pc4,1991.0,12
5235,0,1,rent,101000.0,not verified,n,credit card,088xx,nj,10.3,0.0,3.0,0.0,119,9.0,0,1500,46.9,39.0,f,1,pc4,2000.0,2
5236,0,3,mortgage,113028.0,verified - income,n,wedding,191xx,pa,10.02,0.0,1.0,74.0,119,22.0,0,20460,39.8,39.0,f,1,pc1,1997.0,11
5237,0,9,rent,71000.0,not verified,n,debt consolidation,750xx,tx,13.62,0.0,0.0,78.0,119,6.0,0,12282,77.2,11.0,f,3,pc5,1998.0,5
5238,0,1,rent,50000.0,verified - income,n,debt consolidation,852xx,az,22.99,0.0,2.0,24.0,119,9.0,0,14783,34.9,24.0,f,2,pc1,1997.0,5
5239,0,7,mortgage,83004.0,verified - income source,n,home improvement,453xx,oh,9.59,2.0,2.0,17.0,119,8.0,0,5038,63.8,25.0,f,3,pc5,1990.0,2
5240,0,10,rent,140004.0,verified - income,n,debt consolidation,944xx,ca,26.76,0.0,1.0,0.0,119,14.0,0,61783,77.3,28.0,f,2,pc1,1987.0,11
5241,0,3,rent,66000.0,verified - income,n,credit card,850xx,az,16.76,0.0,0.0,0.0,119,8.0,0,20555,36.8,20.0,f,1,pc2,2001.0,11
5242,0,2,mortgage,70000.0,not verified,n,debt consolidation,774xx,tx,21.81,0.0,3.0,0.0,119,10.0,0,11074,98.9,20.0,f,2,pc3,1998.0,9
5243,0,10,mortgage,85000.0,verified - income,n,debt consolidation,070xx,nj,14.77,0.0,0.0,66.0,119,18.0,0,17777,91.2,44.0,f,3,pc1,1996.0,3
5244,0,4,mortgage,102000.0,verified - income,n,credit card,850xx,az,21.85,0.0,1.0,0.0,119,11.0,0,14895,58.4,16.0,f,3,pc3,2000.0,6
5245,0,2,mortgage,44500.0,not verified,n,debt consolidation,707xx,la,3.42,0.0,0.0,0.0,119,7.0,0,6593,31.2,20.0,f,3,pc5,1995.0,10
5246,0,10,mortgage,60000.0,not verified,n,major purchase,540xx,wi,21.04,0.0,1.0,26.0,119,17.0,0,27166,45.3,45.0,f,1,pc4,1994.0,12
5247,0,3,rent,40000.0,verified - income source,n,other,900xx,ca,4.8,0.0,0.0,30.0,119,7.0,0,1024,78.8,20.0,f,2,pc3,2000.0,11
5248,0,1,mortgage,29000.0,not verified,n,debt consolidation,352xx,al,12.58,0.0,0.0,0.0,119,5.0,0,6011,33.4,15.0,f,3,pc5,1998.0,10
5249,0,9,rent,112440.0,not verified,n,car,190xx,pa,14.11,0.0,0.0,0.0,119,10.0,0,57908,71.7,33.0,f,2,pc1,1995.0,11
5250,0,1,mortgage,200000.0,verified - income,n,debt consolidation,207xx,md,24.56,0.0,1.0,0.0,119,13.0,0,23500,34.1,37.0,f,2,pc3,1990.0,7
5251,0,10,mortgage,52000.0,not verified,n,home improvement,141xx,ny,12.39,0.0,0.0,0.0,119,12.0,0,26571,33.7,39.0,f,3,pc5,1998.0,5
5252,0,1,own,36000.0,not verified,n,other,154xx,pa,22.37,0.0,0.0,0.0,119,12.0,0,3052,5.2,27.0,f,3,pc4,1994.0,12
5253,0,3,mortgage,185000.0,verified - income,n,home improvement,900xx,ca,8.8,0.0,2.0,35.0,119,15.0,0,103,1.5,30.0,f,1,pc5,1998.0,5
5254,0,3,rent,29000.0,not verified,n,moving,108xx,ny,7.24,0.0,0.0,65.0,119,9.0,0,4124,15.0,24.0,f,1,pc5,2001.0,3
5255,0,10,own,75000.0,verified - income source,n,debt consolidation,913xx,ca,10.78,0.0,0.0,0.0,119,12.0,0,23336,67.1,34.0,f,1,pc3,1989.0,10
5256,0,5,rent,55000.0,not verified,n,debt consolidation,920xx,ca,2.71,0.0,1.0,0.0,119,4.0,0,0,0.0,10.0,f,2,pc5,1999.0,6
5257,0,1,rent,86004.0,verified - income source,n,debt consolidation,142xx,ny,7.76,0.0,1.0,55.0,119,7.0,0,3534,55.2,25.0,f,3,pc3,1997.0,10
5258,0,0,mortgage,130000.0,verified - income source,n,other,619xx,il,15.29,0.0,3.0,0.0,119,9.0,0,2467,8.3,40.0,f,1,pc2,2059.0,6
5259,0,10,mortgage,64800.0,verified - income,n,debt consolidation,251xx,wv,22.81,1.0,2.0,16.0,119,9.0,0,11328,39.9,41.0,f,3,pc2,1984.0,3
5260,0,3,mortgage,120000.0,verified - income,n,major purchase,112xx,ny,2.21,0.0,2.0,0.0,119,9.0,0,2217,18.8,13.0,f,3,pc5,2006.0,5
5261,0,5,mortgage,140000.0,not verified,n,debt consolidation,782xx,tx,11.07,0.0,1.0,70.0,61,8.0,1,4954,82.2,18.0,f,1,pc1,1994.0,7
5262,0,6,rent,78000.0,verified - income,n,debt consolidation,482xx,mi,20.52,0.0,2.0,38.0,119,25.0,0,21881,21.8,47.0,f,1,pc5,2000.0,7
5263,1,4,rent,43200.0,not verified,n,debt consolidation,641xx,mo,10.44,0.0,2.0,0.0,119,8.0,0,7240,96.5,12.0,f,3,pc1,1993.0,10
5264,0,1,mortgage,137000.0,not verified,n,home improvement,481xx,mi,4.21,0.0,1.0,0.0,119,7.0,0,58518,0.0,25.0,f,3,pc1,1997.0,11
5265,0,10,mortgage,54000.0,not verified,n,renewable energy,207xx,md,8.47,0.0,0.0,0.0,119,8.0,0,16902,81.3,24.0,f,1,pc3,1991.0,3
5266,0,10,mortgage,38000.0,not verified,n,credit card,800xx,co,4.45,0.0,2.0,30.0,119,9.0,0,9877,60.6,19.0,f,3,pc1,1998.0,11
5267,1,1,mortgage,38652.0,not verified,n,small business,640xx,mo,12.76,0.0,5.0,0.0,119,5.0,0,4031,39.1,16.0,f,3,pc3,1994.0,5
5268,0,4,rent,100000.0,verified - income,n,credit card,088xx,nj,7.94,0.0,3.0,0.0,119,7.0,0,5015,79.6,16.0,f,1,pc3,2006.0,8
5269,0,10,own,34800.0,verified - income source,n,other,132xx,ny,21.31,0.0,1.0,0.0,119,8.0,0,27528,86.0,11.0,f,3,pc1,1976.0,12
5270,0,10,mortgage,70000.0,verified - income,n,debt consolidation,206xx,md,19.32,0.0,5.0,0.0,119,17.0,0,10906,20.6,28.0,f,1,pc4,1997.0,2
5271,1,1,rent,26000.0,not verified,n,debt consolidation,234xx,va,17.12,0.0,0.0,0.0,119,7.0,0,14152,71.7,8.0,f,3,pc2,1991.0,1
5272,0,10,mortgage,60000.0,verified - income,n,debt consolidation,646xx,mo,13.92,0.0,0.0,0.0,119,16.0,0,34967,37.8,29.0,f,2,pc5,1995.0,12
5273,0,8,own,46000.0,not verified,n,debt consolidation,233xx,va,13.88,0.0,1.0,40.0,119,4.0,0,4729,86.0,27.0,f,1,pc4,1992.0,1
5274,0,9,rent,52392.0,not verified,n,other,945xx,ca,18.16,0.0,0.0,0.0,119,7.0,0,17558,52.7,21.0,f,2,pc4,2001.0,5
5275,0,5,rent,32000.0,not verified,n,credit card,900xx,ca,8.51,0.0,0.0,47.0,119,8.0,0,8400,65.9,16.0,f,1,pc3,1999.0,2
5276,0,4,mortgage,70000.0,verified - income,n,home improvement,498xx,mi,24.12,0.0,3.0,0.0,119,8.0,0,46719,73.9,22.0,f,3,pc1,1990.0,5
5277,0,3,rent,34500.0,verified - income,n,debt consolidation,900xx,ca,3.1,1.0,0.0,10.0,119,6.0,0,1077,16.9,15.0,f,1,pc5,2004.0,3
5278,0,5,rent,50000.0,verified - income source,n,debt consolidation,606xx,il,16.15,0.0,1.0,0.0,119,9.0,0,6658,51.6,15.0,f,2,pc3,2003.0,1
5279,1,10,mortgage,64000.0,verified - income,n,debt consolidation,452xx,oh,14.19,0.0,2.0,0.0,119,12.0,0,18800,65.5,18.0,f,1,pc2,1989.0,11
5280,0,7,mortgage,50000.0,not verified,n,debt consolidation,201xx,va,7.15,0.0,0.0,25.0,0,7.0,0,1918,56.4,10.0,f,2,pc1,2001.0,2
5281,0,5,rent,42000.0,not verified,n,debt consolidation,974xx,or,22.74,0.0,0.0,0.0,119,7.0,0,22121,55.4,22.0,f,2,pc3,1998.0,8
5282,0,3,rent,65000.0,not verified,n,credit card,770xx,tx,1.42,0.0,1.0,0.0,119,6.0,0,5275,37.7,22.0,f,2,pc1,2005.0,7
5283,0,1,rent,80000.0,verified - income,n,debt consolidation,100xx,ny,9.63,0.0,1.0,0.0,119,10.0,0,17199,98.3,22.0,f,3,pc2,2000.0,9
5284,1,2,rent,67000.0,not verified,n,credit card,930xx,ca,16.1,0.0,1.0,45.0,119,5.0,0,3202,36.4,16.0,f,1,pc2,1996.0,11
5285,0,1,mortgage,96504.0,not verified,n,other,211xx,md,19.42,0.0,0.0,25.0,119,12.0,0,8521,44.2,27.0,f,1,pc3,2000.0,4
5286,0,5,rent,71000.0,verified - income,n,medical,532xx,wi,21.84,0.0,1.0,59.0,119,4.0,0,15072,88.7,14.0,f,3,pc4,2003.0,11
5287,0,5,mortgage,94000.0,not verified,n,debt consolidation,197xx,de,17.51,0.0,0.0,0.0,119,14.0,0,49898,29.3,28.0,f,2,pc5,1992.0,8
5288,0,10,rent,75000.0,verified - income source,n,credit card,073xx,nj,21.82,0.0,0.0,0.0,119,26.0,0,37182,70.6,36.0,f,2,pc3,1999.0,3
5289,0,10,own,39456.0,not verified,n,other,920xx,ca,26.22,0.0,1.0,0.0,119,9.0,0,10791,43.8,29.0,f,2,pc1,2000.0,2
5290,0,1,rent,30996.0,not verified,n,other,100xx,ny,23.04,0.0,1.0,0.0,119,5.0,0,18502,79.1,6.0,f,2,pc1,2002.0,4
5291,0,10,own,40000.0,not verified,n,major purchase,430xx,oh,14.55,2.0,0.0,11.0,119,10.0,0,1214,8.6,18.0,f,2,pc3,1998.0,8
5292,0,2,rent,46000.0,verified - income source,n,debt consolidation,951xx,ca,12.83,0.0,0.0,0.0,119,13.0,0,7882,29.0,15.0,f,2,pc4,2004.0,11
5293,0,10,rent,38000.0,not verified,n,debt consolidation,207xx,md,19.48,0.0,0.0,0.0,118,10.0,1,4638,57.3,11.0,f,2,pc3,2003.0,3
5294,0,1,rent,81600.0,verified - income,n,credit card,021xx,ma,17.71,0.0,0.0,28.0,119,13.0,0,39310,45.1,49.0,f,3,pc2,1990.0,12
5295,0,10,mortgage,63000.0,not verified,n,credit card,300xx,ga,7.35,0.0,0.0,0.0,119,5.0,0,17212,97.8,19.0,f,1,pc1,1993.0,11
5296,0,10,mortgage,156000.0,verified - income,n,debt consolidation,981xx,wa,16.46,1.0,2.0,9.0,119,19.0,0,56301,71.5,47.0,f,3,pc2,1984.0,10
5297,0,5,mortgage,43000.0,not verified,n,major purchase,907xx,ca,5.86,0.0,1.0,0.0,119,6.0,0,3019,6.4,10.0,f,1,pc4,2004.0,9
5298,0,1,rent,70000.0,verified - income,n,debt consolidation,928xx,ca,14.43,0.0,1.0,0.0,119,9.0,0,18218,68.5,10.0,f,3,pc5,2000.0,11
5299,0,10,own,43200.0,not verified,n,other,945xx,ca,0.83,0.0,0.0,0.0,119,12.0,0,138,0.2,22.0,f,2,pc4,1996.0,11
5300,0,5,mortgage,75000.0,verified - income,n,debt consolidation,554xx,mn,19.02,0.0,0.0,0.0,119,16.0,0,4831,12.9,29.0,f,3,pc4,2001.0,10
5301,0,5,rent,37000.0,verified - income source,n,credit card,330xx,fl,19.62,0.0,0.0,0.0,119,7.0,0,6636,58.6,8.0,f,2,pc3,2002.0,12
5302,0,9,rent,33523.2,verified - income,n,major purchase,120xx,ny,23.73,1.0,3.0,21.0,38,10.0,1,5171,62.3,35.0,f,2,pc1,1989.0,6
5303,0,2,mortgage,45000.0,not verified,n,home improvement,440xx,oh,17.6,1.0,5.0,17.0,119,9.0,0,400,3.7,26.0,f,2,pc1,1995.0,3
5304,0,1,rent,27600.0,not verified,n,credit card,405xx,ky,17.48,0.0,2.0,0.0,119,14.0,0,11310,20.0,21.0,f,3,pc1,2003.0,10
5305,0,10,mortgage,107000.0,verified - income,n,major purchase,067xx,ct,8.37,0.0,0.0,0.0,119,15.0,0,10351,9.9,46.0,f,2,pc3,1988.0,12
5306,0,1,rent,54000.0,verified - income,n,debt consolidation,908xx,ca,16.76,0.0,0.0,28.0,119,8.0,0,6683,59.1,8.0,f,3,pc1,1995.0,8
5307,1,0,mortgage,30000.0,not verified,n,home improvement,066xx,ct,12.44,0.0,0.0,30.0,119,7.0,0,2186,61.2,15.0,f,3,pc5,1982.0,10
5308,0,4,rent,32000.0,not verified,n,vacation,469xx,in,14.78,0.0,0.0,0.0,0,11.0,0,4737,23.9,22.0,f,1,pc4,1995.0,6
5309,0,1,rent,42000.0,verified - income source,n,home improvement,324xx,fl,14.83,0.0,1.0,0.0,88,3.0,1,675,9.6,10.0,f,3,pc5,1996.0,5
5310,0,1,own,33000.0,not verified,n,other,187xx,pa,12.76,0.0,0.0,0.0,119,4.0,0,841,76.5,7.0,f,3,pc2,2005.0,4
5311,0,5,mortgage,120000.0,verified - income source,n,car,705xx,la,5.23,0.0,2.0,0.0,119,6.0,0,920,6.4,12.0,f,2,pc5,1993.0,8
