,emp_length,annual_inc,debt_to_income,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,collections_12_mths_ex_med,mths_since_last_major_derog,cr_line_yrs,cr_line_mths,cr_line_days,is_bad,purpose_cat,policy_code,home_ownership,verification_status,initial_list_status,pymnt_plan,zip_code,addr_state,emp_title
6137,1,21600.0,16.61,0.0,1.0,,,6.0,0.0,0,,6.0,0.0,3,2005.0,10.0,1.0,0,16,2,4,2,0,0,340,34,3207
6138,9,35000.0,10.8,0.0,0.0,,,11.0,0.0,881,2.9,28.0,0.0,3,1995.0,8.0,1.0,0,4,4,4,0,0,0,544,42,5378
6139,1,53000.0,7.13,1.0,0.0,16.0,,4.0,0.0,473,17.5,7.0,0.0,3,2006.0,12.0,1.0,0,2,4,4,0,0,0,12,19,1127
6140,2,54000.0,4.78,0.0,0.0,,,6.0,0.0,8077,76.9,6.0,0.0,3,2000.0,7.0,1.0,0,18,3,3,0,0,0,646,4,52
6141,0,36780.0,16.54,0.0,2.0,,,8.0,0.0,8926,49.8,27.0,0.0,2,1979.0,8.0,1.0,1,0,2,0,0,0,0,587,5,4639
6142,5,115000.0,19.24,0.0,1.0,,114.0,14.0,1.0,58729,80.3,20.0,0.0,1,1994.0,11.0,1.0,1,2,4,0,0,0,0,674,4,4055
6143,3,54000.0,13.53,0.0,0.0,,,7.0,0.0,2764,9.5,19.0,0.0,2,1996.0,1.0,1.0,0,0,2,0,2,0,0,472,24,2308
6144,2,28800.0,8.46,0.0,0.0,,,6.0,0.0,1794,59.8,6.0,0.0,2,2006.0,10.0,1.0,0,4,2,4,0,0,0,621,31,3163
6145,1,53000.0,5.52,0.0,0.0,,,4.0,0.0,6105,74.5,4.0,0.0,3,2003.0,6.0,1.0,0,2,2,0,0,0,0,412,23,455
6146,2,44400.0,16.68,0.0,0.0,,,3.0,0.0,6756,96.5,8.0,0.0,3,1997.0,8.0,1.0,0,18,3,4,0,0,0,324,17,4461
6147,2,65000.0,13.85,0.0,1.0,,,6.0,0.0,10468,52.3,10.0,0.0,3,2003.0,5.0,1.0,0,18,1,4,1,0,0,680,4,219
6148,4,74237.28,16.28,2.0,0.0,11.0,,9.0,0.0,6570,63.8,18.0,0.0,3,2002.0,9.0,1.0,0,25,4,0,2,0,0,554,42,7315
6149,8,90000.0,15.05,1.0,0.0,14.0,,15.0,0.0,26295,70.3,28.0,0.0,2,1995.0,6.0,1.0,0,18,3,4,0,0,0,658,4,7646
6150,4,33000.0,18.04,0.0,1.0,,,3.0,0.0,4524,98.3,14.0,0.0,1,2001.0,5.0,1.0,0,4,4,4,1,0,0,151,37,6649
6151,3,34500.0,12.03,0.0,1.0,,,6.0,0.0,4347,24.3,15.0,0.0,1,1998.0,5.0,1.0,0,4,1,0,0,0,0,286,9,2429
6152,1,79000.0,12.84,0.0,0.0,,,7.0,0.0,15864,90.1,15.0,0.0,3,2005.0,4.0,1.0,0,4,3,4,0,0,0,223,27,5480
6153,1,40000.0,0.93,0.0,4.0,,,4.0,0.0,942,31.4,8.0,0.0,1,2006.0,7.0,1.0,0,0,4,4,2,0,0,77,33,261
6154,10,42000.0,6.29,0.0,2.0,,,8.0,0.0,5643,48.2,22.0,0.0,1,1991.0,8.0,1.0,0,12,4,3,0,0,0,554,42,7557
6155,2,84552.0,19.02,0.0,0.0,53.0,,13.0,0.0,18505,63.9,28.0,0.0,1,1997.0,12.0,1.0,0,4,0,4,1,0,0,506,18,1995
6156,3,75000.0,12.48,0.0,0.0,25.0,,13.0,0.0,18905,77.4,31.0,0.0,2,1972.0,9.0,1.0,0,2,0,0,1,0,0,641,4,4639
6157,10,75000.0,7.62,0.0,4.0,,,19.0,0.0,66659,14.4,38.0,0.0,1,1985.0,6.0,1.0,0,4,2,0,0,0,0,441,14,5777
6158,8,61200.0,4.92,0.0,0.0,24.0,,12.0,0.0,8486,10.8,28.0,0.0,1,1990.0,6.0,1.0,0,0,0,0,0,0,0,114,37,3810
6159,1,20400.0,5.88,0.0,2.0,,,4.0,0.0,3490,71.2,9.0,0.0,2,2007.0,10.0,1.0,0,8,3,4,0,0,0,278,9,5533
6160,2,114000.0,14.33,0.0,0.0,,,12.0,0.0,26402,87.3,29.0,0.0,1,1991.0,6.0,1.0,0,2,1,0,0,0,0,542,42,475
6161,3,52000.0,15.58,0.0,1.0,,,13.0,0.0,21153,80.3,21.0,0.0,2,2000.0,9.0,1.0,0,2,2,4,0,0,0,75,33,1624
6162,10,62000.0,15.23,0.0,0.0,,,7.0,0.0,7944,70.3,13.0,0.0,1,2002.0,3.0,1.0,1,18,4,4,2,0,0,267,9,3207
6163,8,34800.0,0.86,0.0,2.0,,,9.0,0.0,477,1.2,30.0,0.0,1,1970.0,9.0,1.0,0,8,1,0,2,0,0,372,22,2259
6164,5,42000.0,23.83,0.0,2.0,,,13.0,0.0,27821,28.1,26.0,0.0,1,1995.0,10.0,1.0,0,4,3,0,0,0,0,474,24,3838
6165,10,84000.0,3.37,0.0,0.0,,,6.0,0.0,2185,19.7,19.0,0.0,2,1999.0,1.0,1.0,0,8,2,0,2,0,0,189,44,501
6166,3,50000.0,3.17,0.0,0.0,,,5.0,0.0,0,0.0,14.0,0.0,1,2006.0,7.0,1.0,0,8,0,3,2,0,0,275,9,3922
6167,0,52000.0,11.38,0.0,0.0,,,13.0,0.0,21379,57.0,26.0,0.0,1,1993.0,1.0,1.0,0,4,3,4,0,0,0,108,33,4066
6168,9,125000.0,19.96,0.0,0.0,,,10.0,0.0,39233,43.4,17.0,0.0,1,1994.0,1.0,1.0,0,4,0,4,1,0,0,680,4,2710
6169,10,120000.0,7.84,0.0,1.0,,,8.0,0.0,6962,36.4,22.0,0.0,2,1990.0,4.0,1.0,0,4,1,0,2,0,0,270,9,4431
6170,4,80000.0,15.94,0.0,1.0,,,10.0,0.0,18155,34.1,27.0,0.0,1,1999.0,8.0,1.0,0,4,3,0,1,0,0,666,4,4081
6171,10,36000.0,24.0,0.0,0.0,51.0,,14.0,0.0,6992,72.8,23.0,0.0,3,1997.0,6.0,1.0,0,4,3,0,1,0,0,660,4,3708
6172,10,64000.0,3.32,0.0,0.0,,,8.0,0.0,5975,48.2,34.0,0.0,1,1996.0,1.0,1.0,0,4,3,0,2,0,0,427,40,2149
6173,1,100000.0,21.88,0.0,0.0,,,7.0,0.0,29860,47.6,22.0,0.0,1,1997.0,4.0,1.0,0,4,2,3,0,0,0,535,35,3081
6174,9,51000.0,9.39,0.0,3.0,,,10.0,0.0,10504,89.8,12.0,0.0,1,2006.0,12.0,1.0,1,2,1,4,0,0,0,670,4,6438
6175,10,54400.0,23.74,0.0,0.0,,,15.0,0.0,14444,71.2,33.0,0.0,3,1997.0,8.0,1.0,0,4,0,0,1,0,0,570,42,525
6176,2,30000.0,8.76,0.0,3.0,,,7.0,0.0,5531,79.0,7.0,0.0,2,2006.0,1.0,1.0,0,2,2,0,0,0,0,437,14,6533
6177,4,21996.0,12.71,0.0,0.0,,,2.0,0.0,367,45.9,4.0,0.0,2,2005.0,4.0,1.0,0,4,3,4,2,0,0,640,4,6827
6178,1,50000.0,19.51,0.0,0.0,38.0,,4.0,0.0,7936,50.9,23.0,0.0,1,1996.0,10.0,1.0,0,4,2,4,0,0,0,591,5,5222
6179,1,31000.0,18.5,1.0,3.0,3.0,,11.0,0.0,3080,49.7,17.0,0.0,1,2000.0,7.0,1.0,0,4,1,4,0,0,0,151,37,7864
6180,5,70000.0,17.71,0.0,2.0,55.0,115.0,4.0,1.0,5346,72.2,16.0,0.0,2,1998.0,12.0,1.0,0,8,0,0,2,0,0,241,39,629
6181,3,45000.0,19.49,0.0,1.0,,,11.0,0.0,4899,26.5,15.0,0.0,2,2003.0,12.0,1.0,0,18,2,0,0,0,0,549,42,1510
6182,10,115000.0,1.19,0.0,0.0,,,7.0,0.0,3747,8.0,20.0,0.0,2,1996.0,11.0,1.0,0,8,4,0,0,0,0,607,43,1950
6183,10,100000.0,12.46,2.0,2.0,19.0,,9.0,0.0,2212,17.8,28.0,0.0,2,1988.0,10.0,1.0,0,0,2,0,2,0,0,441,14,7490
6184,8,70080.0,18.51,0.0,0.0,,,6.0,0.0,5135,14.3,16.0,0.0,3,2001.0,5.0,1.0,0,4,4,0,1,0,0,629,32,7549
6185,1,82000.0,10.26,0.0,0.0,,,11.0,0.0,3039,6.4,32.0,0.0,1,1995.0,6.0,1.0,0,18,2,4,1,0,0,695,36,5508
6186,1,60000.0,22.78,0.0,0.0,,,13.0,0.0,5275,87.9,19.0,0.0,1,1998.0,9.0,1.0,0,2,2,4,0,0,0,674,4,95
6187,5,72000.0,9.62,1.0,0.0,23.0,,12.0,0.0,11589,20.8,28.0,0.0,2,1996.0,1.0,1.0,0,2,0,0,0,0,0,703,46,595
6188,0,28800.0,16.21,0.0,3.0,40.0,91.0,9.0,1.0,1410,15.3,21.0,0.0,3,1997.0,5.0,1.0,0,8,3,3,0,0,0,630,32,4639
6189,4,62000.0,13.51,1.0,3.0,21.0,,12.0,0.0,7574,35.6,35.0,0.0,1,1997.0,10.0,1.0,1,21,4,4,1,0,0,687,4,7434
6190,1,40000.0,11.58,0.0,0.0,,,7.0,0.0,1940,12.5,23.0,0.0,3,1999.0,8.0,1.0,0,4,4,0,0,0,0,238,39,3042
6191,7,131000.0,9.11,0.0,1.0,25.0,,7.0,0.0,100428,19.8,30.0,0.0,3,1998.0,7.0,1.0,0,4,2,0,1,0,0,613,3,7564
6192,7,26880.0,13.48,0.0,2.0,55.0,,5.0,0.0,1734,61.9,11.0,0.0,2,1996.0,9.0,1.0,0,8,3,0,0,0,0,242,39,6330
6193,1,34000.0,15.25,0.0,0.0,,,5.0,0.0,10224,79.9,20.0,0.0,2,2003.0,11.0,1.0,0,4,1,4,0,0,0,42,6,6364
6194,0,48000.0,8.83,0.0,0.0,68.0,,16.0,0.0,7120,27.8,55.0,0.0,1,1978.0,7.0,1.0,0,18,0,0,0,0,0,19,38,4639
6195,10,115000.0,24.34,0.0,3.0,,,15.0,0.0,26479,71.2,53.0,0.0,2,1995.0,8.0,1.0,0,8,3,0,2,0,0,178,44,504
6196,4,39996.0,20.55,0.0,0.0,30.0,,4.0,0.0,21035,88.4,13.0,0.0,1,1996.0,8.0,1.0,0,4,2,4,2,0,0,47,30,1242
6197,6,67000.0,15.92,0.0,2.0,51.0,107.0,10.0,1.0,5720,90.8,24.0,0.0,1,2000.0,11.0,1.0,0,4,0,4,2,0,0,185,44,2546
6198,9,62004.0,10.92,0.0,0.0,,,5.0,0.0,19176,82.7,26.0,0.0,3,1989.0,8.0,1.0,0,4,0,4,1,0,0,48,30,477
6199,10,62000.0,14.69,0.0,1.0,77.0,,8.0,0.0,13041,96.6,18.0,0.0,2,2004.0,8.0,1.0,0,4,2,0,0,0,0,183,44,6022
6200,0,57600.0,17.48,0.0,0.0,,,5.0,0.0,23107,63.5,28.0,0.0,1,1984.0,8.0,1.0,0,4,3,3,0,0,0,656,4,4639
6201,7,48800.0,26.04,0.0,3.0,,,17.0,0.0,16073,36.5,30.0,0.0,1,1999.0,10.0,1.0,0,2,2,0,0,0,0,612,3,5332
6202,5,38004.0,23.78,0.0,0.0,,,12.0,0.0,10023,57.3,17.0,0.0,2,2006.0,11.0,1.0,0,8,3,0,0,0,0,378,22,6325
6203,5,125000.0,11.79,0.0,0.0,,,11.0,0.0,44017,45.0,28.0,0.0,2,1999.0,3.0,1.0,0,4,1,0,1,0,0,465,24,6184
6204,0,62100.0,16.58,0.0,0.0,25.0,,11.0,0.0,4616,38.3,47.0,0.0,3,1990.0,4.0,1.0,0,2,0,0,0,0,0,67,33,4639
6205,7,49000.0,12.54,0.0,1.0,,,10.0,0.0,3207,10.0,24.0,0.0,1,2003.0,7.0,1.0,0,18,2,4,2,0,0,409,47,105
6206,1,30000.0,16.64,0.0,0.0,72.0,,6.0,0.0,19671,4.0,15.0,0.0,2,1988.0,8.0,1.0,0,2,3,4,1,0,0,464,24,2322
6207,2,70000.0,7.23,0.0,1.0,60.0,,8.0,0.0,8125,16.8,29.0,0.0,1,1993.0,11.0,1.0,0,25,0,0,2,0,0,222,27,7766
6208,4,50000.0,17.06,0.0,0.0,,,7.0,0.0,9843,65.6,21.0,0.0,2,1999.0,9.0,1.0,0,2,1,4,1,0,0,654,4,1990
6209,10,95004.0,15.97,0.0,1.0,,,8.0,0.0,52268,74.8,16.0,0.0,2,1989.0,3.0,1.0,0,4,3,0,1,0,0,76,33,4931
6210,10,65000.0,15.4,0.0,3.0,39.0,,10.0,0.0,19450,46.8,15.0,0.0,1,1992.0,7.0,1.0,0,8,1,0,0,0,0,464,24,2746
6211,8,62000.0,11.42,0.0,0.0,,,6.0,0.0,12663,33.8,19.0,0.0,1,1997.0,11.0,1.0,0,4,1,4,1,0,0,14,19,7236
6212,1,70000.0,18.27,1.0,1.0,16.0,,12.0,0.0,19294,41.0,31.0,0.0,2,1997.0,4.0,1.0,1,5,4,0,1,0,0,94,33,4639
6213,5,32400.0,0.56,0.0,0.0,0.0,0.0,2.0,0.0,1085,28.6,2.0,0.0,3,2005.0,3.0,1.0,0,12,2,4,0,0,0,510,18,7121
6214,4,70000.0,10.32,0.0,0.0,,,7.0,0.0,7537,17.9,10.0,0.0,2,1994.0,1.0,1.0,0,2,1,4,2,0,0,674,4,1509
6215,10,40000.0,18.39,0.0,1.0,42.0,,7.0,0.0,3127,37.7,18.0,0.0,2,1978.0,12.0,1.0,0,18,1,0,0,0,0,238,39,5191
6216,6,200000.0,2.52,0.0,2.0,,,11.0,0.0,17604,36.1,38.0,0.0,1,1984.0,5.0,1.0,0,4,0,0,0,0,0,436,14,3457
6217,1,61200.0,10.98,0.0,1.0,,,31.0,0.0,27174,39.3,43.0,0.0,3,1982.0,5.0,1.0,1,8,1,0,0,0,0,657,4,7040
6218,1,27000.0,9.78,0.0,2.0,,,4.0,0.0,8555,75.0,13.0,0.0,3,2003.0,12.0,1.0,1,8,0,3,2,0,0,249,10,7445
6219,1,6000.0,9.4,0.0,0.0,,,4.0,0.0,3243,17.1,5.0,0.0,3,2004.0,8.0,1.0,0,2,0,4,2,0,0,150,37,2693
6220,4,28932.0,8.59,0.0,1.0,,,4.0,0.0,7114,83.7,7.0,0.0,1,1998.0,12.0,1.0,0,8,0,0,2,0,0,12,19,723
6221,2,26000.0,12.97,1.0,1.0,2.0,,9.0,0.0,1365,40.1,24.0,0.0,3,1999.0,12.0,1.0,0,4,2,4,1,0,0,687,4,2016
6222,2,48000.0,23.15,0.0,0.0,,,17.0,0.0,12814,35.7,25.0,0.0,2,1987.0,2.0,1.0,0,4,3,0,2,0,0,549,42,6494
6223,5,110000.0,11.32,0.0,0.0,,,9.0,0.0,24784,84.3,25.0,0.0,2,2004.0,5.0,1.0,0,4,2,0,1,0,0,280,9,3335
6224,0,57600.0,1.56,0.0,0.0,24.0,,16.0,0.0,1305,1.2,34.0,0.0,2,1976.0,6.0,1.0,0,12,3,0,0,0,0,409,47,4639
6225,7,73600.0,14.46,0.0,1.0,65.0,,10.0,0.0,18570,48.6,26.0,0.0,1,1993.0,7.0,1.0,0,8,3,0,1,0,0,640,4,6110
6226,10,59600.0,18.3,0.0,1.0,,,14.0,0.0,14831,21.3,39.0,0.0,2,1990.0,9.0,1.0,0,4,1,0,0,0,0,674,4,677
6227,2,45000.0,17.87,0.0,1.0,69.0,,7.0,0.0,7743,65.1,20.0,0.0,2,1995.0,11.0,1.0,0,4,4,0,0,0,0,615,3,4261
6228,5,36000.0,26.2,0.0,2.0,,,15.0,0.0,6451,17.5,32.0,0.0,1,1986.0,11.0,1.0,0,0,0,0,0,0,0,500,16,1526
6229,8,78000.0,12.73,0.0,0.0,,112.0,10.0,1.0,2793,15.3,42.0,0.0,2,1997.0,2.0,1.0,0,4,3,0,0,0,0,615,3,3225
6230,2,50400.0,0.14,0.0,0.0,,,4.0,0.0,6,0.1,8.0,0.0,3,2002.0,11.0,1.0,1,12,1,4,2,0,0,660,4,76
6231,10,99518.42,1.65,0.0,0.0,,,8.0,0.0,5066,38.4,24.0,0.0,3,1994.0,8.0,1.0,0,4,4,0,0,0,0,227,27,1205
6232,3,6500.0,6.46,,,,,,,0,,,,1,,,,0,18,0,0,0,0,0,588,5,1598
6233,3,84996.0,9.87,0.0,1.0,,,9.0,0.0,7990,59.5,15.0,0.0,2,2006.0,12.0,1.0,0,18,3,4,0,0,0,674,4,5150
6234,6,74646.0,8.91,0.0,0.0,,89.0,9.0,1.0,6618,75.8,17.0,0.0,2,1996.0,11.0,1.0,0,4,2,4,1,0,0,68,33,4753
6235,10,99000.0,5.5,0.0,0.0,,,5.0,0.0,7082,16.4,8.0,0.0,2,2000.0,6.0,1.0,0,4,3,4,0,0,0,268,9,5034
6236,1,65000.0,23.45,1.0,2.0,22.0,,19.0,0.0,23063,35.9,51.0,0.0,3,1984.0,6.0,1.0,0,12,4,4,0,0,0,565,42,5879
6237,1,32500.0,7.83,0.0,0.0,,,5.0,0.0,1092,9.9,9.0,0.0,3,2003.0,10.0,1.0,0,6,1,0,0,0,0,419,23,1597
6238,1,90000.0,2.97,1.0,0.0,16.0,,10.0,0.0,8489,56.6,23.0,0.0,3,2007.0,5.0,1.0,0,2,3,4,0,0,0,44,30,3418
6239,1,18000.0,17.93,0.0,2.0,,,6.0,0.0,9524,77.4,9.0,0.0,3,2003.0,9.0,1.0,0,4,3,3,1,0,0,151,37,2528
6240,1,30000.0,16.8,0.0,1.0,,,8.0,0.0,15286,41.7,13.0,0.0,1,2000.0,4.0,1.0,0,4,0,4,2,0,0,67,33,5152
6241,3,69000.0,16.82,1.0,0.0,2.0,,17.0,0.0,10786,19.0,41.0,0.0,1,1981.0,5.0,1.0,0,2,2,0,0,0,0,545,42,2337
6242,1,28800.0,1.92,0.0,0.0,,,8.0,0.0,3385,9.3,16.0,0.0,1,2003.0,8.0,1.0,0,12,4,4,2,0,0,594,5,5151
6243,3,51000.0,8.85,0.0,0.0,39.0,,12.0,0.0,4759,21.2,28.0,0.0,2,1998.0,9.0,1.0,0,4,3,0,0,0,0,266,9,1278
6244,6,75000.0,7.7,0.0,1.0,,,4.0,0.0,10894,51.4,10.0,0.0,2,2000.0,5.0,1.0,0,4,0,4,1,0,0,671,4,7186
6245,5,75000.0,5.18,0.0,0.0,44.0,,5.0,0.0,9698,64.7,28.0,0.0,2,1990.0,8.0,1.0,1,21,3,0,0,0,0,658,4,7836
6246,10,25992.0,14.82,0.0,0.0,,,7.0,0.0,1059,11.1,19.0,0.0,2,1996.0,12.0,1.0,0,12,4,2,0,0,0,432,26,2864
6247,4,54996.0,16.26,0.0,2.0,,,12.0,0.0,13426,51.6,22.0,0.0,1,1999.0,6.0,1.0,0,4,2,4,0,0,0,703,46,2048
6248,1,125000.0,7.61,0.0,2.0,,,7.0,0.0,8338,15.0,30.0,0.0,2,1995.0,6.0,1.0,0,8,2,0,1,0,0,579,42,4970
6249,4,60000.0,22.4,0.0,1.0,47.0,,9.0,0.0,10980,94.7,20.0,0.0,2,2000.0,9.0,1.0,0,8,4,0,0,0,0,229,27,438
6250,7,73000.0,14.47,0.0,3.0,,,24.0,0.0,5506,22.7,35.0,0.0,2,2002.0,6.0,1.0,0,10,3,0,2,0,0,259,10,7315
6251,8,69996.0,23.33,0.0,0.0,,,9.0,0.0,3490,31.6,26.0,0.0,2,1998.0,11.0,1.0,0,18,2,4,2,0,0,652,4,6565
6252,10,67200.0,21.57,1.0,3.0,21.0,,13.0,0.0,12930,64.0,28.0,0.0,1,2000.0,1.0,1.0,1,4,1,0,0,0,0,278,9,1322
6253,3,79000.0,9.92,0.0,4.0,,,7.0,0.0,1431,4.4,12.0,0.0,3,1999.0,6.0,1.0,0,8,3,0,1,0,0,646,4,7670
6254,5,65600.0,5.47,0.0,2.0,68.0,,5.0,0.0,2456,40.3,18.0,0.0,3,2002.0,9.0,1.0,0,18,1,3,0,0,0,76,33,99
6255,1,240000.0,5.61,0.0,2.0,,,7.0,0.0,50325,66.8,21.0,0.0,1,2002.0,8.0,1.0,0,4,1,0,1,0,0,76,33,1802
6256,5,82000.0,13.96,0.0,2.0,,,15.0,0.0,23835,63.1,24.0,0.0,1,2003.0,5.0,1.0,0,4,2,0,1,0,0,104,33,7034
6257,10,50000.0,5.81,0.0,0.0,,,2.0,0.0,6054,96.1,7.0,0.0,2,2000.0,11.0,1.0,1,21,2,4,2,0,0,650,4,4639
6258,5,117000.0,10.19,0.0,1.0,,,11.0,0.0,11432,75.2,21.0,0.0,1,1995.0,8.0,1.0,0,25,0,0,1,0,0,686,4,4639
6259,2,202000.0,17.08,0.0,3.0,0.0,0.0,23.0,0.0,108397,67.3,53.0,0.0,2,1992.0,2.0,1.0,0,8,3,0,0,0,0,655,4,3932
6260,2,36320.0,2.25,0.0,1.0,,,7.0,0.0,2156,19.1,7.0,0.0,3,2001.0,3.0,1.0,0,0,4,4,2,0,0,704,46,5676
6261,1,36000.0,12.67,1.0,2.0,19.0,,18.0,0.0,6993,13.7,50.0,0.0,1,1988.0,9.0,1.0,0,4,2,0,1,0,0,350,34,4004
6262,1,31200.0,10.38,0.0,1.0,,,6.0,0.0,1810,64.6,8.0,0.0,2,2007.0,8.0,1.0,0,0,2,4,2,0,0,181,44,6128
6263,3,30000.0,14.76,0.0,2.0,,,5.0,0.0,201,11.8,8.0,0.0,2,2004.0,7.0,1.0,0,18,2,0,0,0,0,270,9,4639
6264,1,114000.0,7.06,1.0,0.0,12.0,,6.0,0.0,8450,89.9,19.0,0.0,1,2001.0,1.0,1.0,0,4,0,0,1,0,0,544,42,1192
6265,1,86000.0,18.54,0.0,1.0,,,8.0,0.0,23096,55.3,17.0,0.0,1,1998.0,3.0,1.0,0,4,3,4,1,0,0,174,44,168
6266,1,50000.0,24.0,0.0,0.0,,,15.0,0.0,10836,44.4,20.0,0.0,1,2001.0,3.0,1.0,0,25,3,4,1,0,0,9,19,843
6267,3,39996.0,20.61,0.0,0.0,49.0,,10.0,0.0,278,1.2,17.0,0.0,3,2001.0,4.0,1.0,0,18,4,4,1,0,0,276,9,7180
6268,2,56000.0,6.11,0.0,1.0,,,3.0,0.0,12447,83.0,15.0,0.0,1,1995.0,11.0,1.0,0,18,0,0,1,0,0,76,33,4639
6269,10,130000.0,22.36,0.0,0.0,,,11.0,0.0,118412,99.1,18.0,0.0,1,2001.0,8.0,1.0,0,4,2,4,1,0,0,635,4,1217
6270,10,65000.0,9.73,0.0,4.0,65.0,,6.0,0.0,2092,67.5,15.0,0.0,1,1998.0,9.0,1.0,0,18,0,4,0,0,0,54,30,7219
6271,8,50400.0,8.29,1.0,2.0,13.0,,2.0,0.0,393,26.2,11.0,0.0,3,1997.0,6.0,1.0,0,8,2,4,2,0,0,50,30,4639
6272,4,42500.0,10.08,0.0,0.0,,88.0,8.0,1.0,11292,78.4,17.0,0.0,2,1993.0,1.0,1.0,0,4,1,0,0,0,0,251,10,7718
6273,4,80000.0,0.81,0.0,2.0,,,8.0,0.0,77,0.4,24.0,0.0,1,2003.0,2.0,1.0,0,4,1,0,0,0,0,507,18,3492
6274,10,180000.0,22.79,1.0,0.0,15.0,,13.0,0.0,21443,69.8,31.0,0.0,2,1990.0,1.0,1.0,0,4,0,0,1,0,0,674,4,6738
6275,5,47000.0,14.25,0.0,0.0,43.0,,9.0,0.0,8735,69.5,32.0,0.0,3,1995.0,10.0,1.0,0,25,0,0,0,0,0,166,20,660
6276,1,290000.0,8.78,0.0,1.0,,,10.0,0.0,22384,72.8,24.0,0.0,2,2000.0,10.0,1.0,0,4,3,4,1,0,0,64,33,272
6277,3,30720.0,10.05,0.0,1.0,,,6.0,0.0,5635,94.1,15.0,0.0,1,2000.0,6.0,1.0,0,8,3,0,2,0,0,542,42,4676
6278,9,28000.0,20.23,0.0,4.0,,,9.0,0.0,5121,17.7,21.0,0.0,2,1999.0,2.0,1.0,0,18,2,3,0,0,0,540,35,1337
6279,10,83000.0,7.19,0.0,0.0,,,5.0,0.0,7590,51.3,10.0,0.0,1,1989.0,11.0,1.0,0,4,0,0,0,0,0,228,27,7112
6280,1,72000.0,9.8,0.0,0.0,25.0,,8.0,0.0,3317,52.7,13.0,0.0,2,2004.0,7.0,1.0,0,4,3,0,2,0,0,635,4,945
6281,10,40000.0,17.4,0.0,2.0,54.0,,12.0,0.0,7570,70.1,22.0,0.0,3,1997.0,2.0,1.0,1,3,2,4,2,0,0,545,42,1014
6282,1,38000.0,8.53,0.0,3.0,,54.0,13.0,1.0,6288,22.3,16.0,0.0,1,1996.0,11.0,1.0,1,8,1,0,1,0,0,193,44,4639
6283,10,52446.0,18.99,0.0,0.0,,,9.0,0.0,10463,51.5,26.0,0.0,3,1991.0,11.0,1.0,0,4,3,4,1,0,0,35,6,7205
6284,2,42000.0,17.06,0.0,0.0,,,6.0,0.0,11238,50.4,12.0,0.0,3,1996.0,1.0,1.0,0,2,3,4,0,0,0,88,33,7203
6285,6,32878.0,15.0,0.0,0.0,,,6.0,0.0,12695,90.7,9.0,0.0,3,1998.0,10.0,1.0,1,4,3,4,1,0,0,641,4,7288
6286,9,110000.0,8.85,0.0,1.0,,,11.0,0.0,11472,46.6,21.0,0.0,3,2000.0,2.0,1.0,0,2,4,4,1,0,0,48,30,921
6287,2,32000.0,2.63,0.0,0.0,47.0,,3.0,0.0,1181,53.7,8.0,0.0,3,1999.0,7.0,1.0,0,4,4,0,2,0,0,78,33,2969
6288,8,21648.0,12.8,0.0,0.0,,,4.0,0.0,0,24.66,10.0,0.0,1,2001.0,7.0,1.0,0,4,1,4,0,0,0,554,42,2764
6289,4,97920.0,13.46,0.0,0.0,80.0,,11.0,0.0,14026,43.8,24.0,0.0,2,1998.0,12.0,1.0,1,4,1,4,2,0,0,70,33,912
6290,7,60000.0,15.34,0.0,2.0,,,7.0,0.0,14922,59.2,20.0,0.0,1,1988.0,11.0,1.0,0,4,1,4,2,0,0,650,4,2278
6291,10,99000.0,20.04,0.0,1.0,,,15.0,0.0,29814,56.9,34.0,0.0,1,1989.0,11.0,1.0,0,4,0,0,1,0,0,262,10,6928
6292,10,98700.0,16.74,0.0,2.0,67.0,,11.0,0.0,8613,56.7,25.0,0.0,3,1997.0,4.0,1.0,0,4,1,0,0,0,0,542,42,4565
6293,6,98850.0,14.07,0.0,0.0,,,15.0,0.0,13261,19.1,25.0,0.0,1,2001.0,6.0,1.0,0,4,0,4,1,0,0,164,20,3652
6294,1,60000.0,12.98,0.0,0.0,33.0,,5.0,0.0,8288,83.7,7.0,0.0,1,1996.0,5.0,1.0,0,25,0,4,0,0,0,703,46,2490
6295,10,55000.0,25.55,0.0,0.0,,,8.0,0.0,494,4.7,17.0,0.0,3,1986.0,9.0,1.0,0,8,3,0,1,0,0,57,30,4010
6296,1,91700.0,15.06,0.0,0.0,,,13.0,0.0,6925,32.5,20.0,0.0,2,2003.0,11.0,1.0,0,2,4,4,1,0,0,173,44,2448
6297,3,145000.0,5.53,0.0,2.0,42.0,,14.0,0.0,26681,41.4,42.0,0.0,3,1992.0,11.0,1.0,0,14,1,0,0,0,0,705,46,6779
6298,7,49825.0,22.2,0.0,2.0,67.0,,19.0,0.0,12759,78.8,32.0,0.0,3,2000.0,3.0,1.0,0,18,2,4,0,0,0,60,30,4706
6299,1,75000.0,7.12,0.0,5.0,30.0,,4.0,0.0,7,0.2,9.0,0.0,3,2003.0,9.0,1.0,0,4,4,4,1,0,0,173,44,2781
6300,7,60000.0,5.94,0.0,0.0,83.0,,6.0,0.0,256,2.0,8.0,0.0,3,1994.0,1.0,1.0,1,12,2,3,0,0,0,166,20,4227
